title,artist_x,artist_y,hit,collab
Shotta Flow,NLE Choppa,NLE Choppa,1.0,0.0
Show Yourself,Idina Menzel,,0.0,0.0
Shut Up,New Years Day,,0.0,0.0
Shut Up About Politics,John Rich,,0.0,0.0
Shy,Local Natives,,0.0,0.0
Simmer,Mahalia,,0.0,0.0
Singing to Strangers (Interlude),Jack Savoretti,,0.0,0.0
Single Again,Big Sean,,0.0,0.0
Single Man,High Valley,,0.0,0.0
Sixteen,Ellie Goulding,Ellie Goulding,0.0,0.0
Slide,French Montana,French Montana Featuring Blueface & Lil Tjay,1.0,1.0
Slide,H.E.R.,H.E.R. Featuring YG,1.0,1.0
Slide Away,Miley Cyrus,Miley Cyrus,1.0,0.0
Slowly,James Morrison,,0.0,0.0
Small Talk,Katy Perry,,0.0,0.0
Snowblind,Cold,,0.0,0.0
So Am I,Ava Max,,0.0,0.0
So Beautiful,James Morrison,,0.0,0.0
So High,Mist,,0.0,0.0
So Hot You're Hurting My Feelings,Caroline Polachek,,0.0,0.0
So Long,Thomas Wesley,,0.0,0.0
Sober,Bad Wolves,Bad Wolves,0.0,0.0
Solo(w),Lucy Rose,,0.0,0.0
Soltera,Lunay,"Lunay, Daddy Yankee & Bad Bunny",1.0,1.0
Solway Firth,Slipknot,,0.0,0.0
Some People Do,Old Dominion,,0.0,0.0
Somebody's Gotta Be Country,Easton Corbin,,0.0,0.0
Someday I Gotta Quit,Justin Moore,,0.0,0.0
Someday Soon,Hollis Brown,,0.0,0.0
Someone's Someone,Monsta X,,0.0,0.0
Something Good,The Damned Things,,0.0,0.0
Something Real,Summer Walker,,0.0,0.0
Somewhere North Of Nashville,Bruce Springsteen,,0.0,0.0
Songbird,Electric Light Orchestra,,0.0,0.0
Soon You'll Get Better,Taylor Swift,,0.0,0.0
Sorry,Joel Corry,Joel Corry,1.0,0.0
SOS,Avicii,Avicii Featuring Aloe Blacc,1.0,1.0
Sounds of the Skeng,Stormzy,,0.0,0.0
South Of The Border,Ed Sheeran,Ed Sheeran Featuring Camila Cabello & Cardi B,1.0,1.0
Speechless,Naomi Scott,Naomi Scott,0.0,0.0
Spell,Hot Chip,,0.0,0.0
Spiders,Slipknot,,0.0,0.0
Spirit,Beyonc_,,0.0,0.0
Spring Snow,Vampire Weekend,,0.0,0.0
St. Nazaire,Pixies,,0.0,0.0
Stack it Up,Liam Payne,,0.0,0.0
Stand in Your Love,Bethel Music,,0.0,0.0
Staring at the Sun,Post Malone,,0.0,0.0
Starlight,Jon Pardi,,0.0,0.0
Starsick,Maude Latour,,0.0,0.0
Stay High,Brittany Howard,Brittany Howard,0.0,0.0
Stckhlm Syndrome (Interlude),Mabel,,0.0,0.0
Stick The Kettle On,Lucy Spraggan,,0.0,0.0
Stinking Rich,MoStack,,0.0,0.0
Straight To Hell,Ozzy Osbourne,,0.0,0.0
Strange,Celeste,,0.0,0.0
Strange Room,Keane,,0.0,0.0
Stratosphere,Beck,,0.0,0.0
Streatham,Dave,,0.0,0.0
Street Song,The Who,,0.0,0.0
Streets,Doja Cat,Doja Cat,1.0,0.0
Strike a Pose,Young T & Bugsey,,0.0,0.0
Stripper Bowl,Migos,,0.0,0.0
Stronger than the Truth,Reba McEntire,,0.0,0.0
Sucker,Jonas Brothers,Jonas Brothers,1.0,0.0
Sucker Punch,Sigrid,,0.0,0.0
Sue Me,Wale,,0.0,0.0
Suga's Interlude,Halsey,,0.0,0.0
Sugar,Brockhampton,Brockhampton,1.0,0.0
Sugar Coat,Little Big Town,,0.0,0.0
Sugar Honey Ice & Tea,Bring Me The Horizon,,0.0,0.0
Suge,DaBaby,DaBaby,1.0,0.0
Suicidal,YNW Melly,YNW Melly & Juice WRLD,1.0,1.0
Summer Days,Martin Garrix,Martin Garrix Featuring Macklemore & Patrick Stump,1.0,1.0
Summer Girl,Haim,,0.0,0.0
Sunday,Foals,,0.0,0.0
Sunday Best,Surfaces,Surfaces,1.0,0.0
Sunflower,Vampire Weekend,,0.0,0.0
Supalonely,Benee,Benee,0.0,0.0
Superheroes,Stormzy,Stormzy,0.0,0.0
Supernova,Within Temptation,,0.0,0.0
Surf Pt.1,Foals,,0.0,0.0
Swan Song,Dua Lipa,,0.0,0.0
Syrups,Foals,,0.0,0.0
Take Me Back To London,Ed Sheeran,,0.0,0.0
Take What You Want,Post Malone,Post Malone Featuring Ozzy Osbourne & Travis Scott,1.0,1.0
Takeaway,The Chainsmokers,The Chainsmokers & ILLENIUM Featuring Lennon Stella,1.0,1.0
Talk,Khalid,Khalid,1.0,0.0
Talk,Two Door Cinema Club,Two Door Cinema Club,0.0,0.0
Tammy Wynette Kind of Pain,Reba McEntire,,0.0,0.0
Tap,Nav,Nav,0.0,0.0
Tasmania,Pond,,0.0,0.0
Taste (Make It Shake),Aitch,,0.0,0.0
Tattooed on My Heart,Bishop Briggs,,0.0,0.0
Teeth,5 Seconds of Summer,,0.0,0.0
Tell Them,James Blake,,0.0,0.0
Tempo,Lizzo,Lizzo,0.0,0.0
Ten Year Town,Hailey Whitters,,0.0,0.0
Tequila Does,Miranda Lambert,,0.0,0.0
Tequila Little Time,Jon Pardi,,0.0,0.0
Terrify The Dark,Skillet,,0.0,0.0
Thank You,DJ Khaled,,0.0,0.0
That Magic,India.Arie,,0.0,0.0
That's Country Bro,Toby Keith,,0.0,0.0
That's My Boy,Justin Moore,,0.0,0.0
The 1975,The 1975,,0.0,0.0
The Age Of Anxiety,Jamie Cullum,,0.0,0.0
The Archer,Taylor Swift,Taylor Swift,1.0,0.0
The Ballad of the Lonesome Cowboy,Chris Stapleton,,0.0,0.0
The Berserker At Stamford Bridge,Amon Amarth,,0.0,0.0
The Bones,Maren Morris,Maren Morris,1.0,0.0
The Box,Roddy Ricch,Roddy Ricch,1.0,0.0
The Center Won't Hold,Sleater-Kinney,,0.0,0.0
The Crownless King,Killswitch Engage,,0.0,0.0
The Daughters,Little Big Town,,0.0,0.0
The Days,Hailey Whitters,,0.0,0.0
The Delayed 3:15,Elbow,,0.0,0.0
The Dirt (Est. 1981),M_tley Cr_e,,0.0,0.0
The Evening Hate,Red,,0.0,0.0
"The Father, My Son and The Holy Ghost",Craig Morgan,,0.0,0.0
The Git Up,Blanco Brown,Blanco Brown,1.0,0.0
The Goal,Leonard Cohen,,0.0,0.0
The God Who Stays,Matthew West,,0.0,0.0
The Great Pixley Train Robbery,Cass McCombs,,0.0,0.0
The Greatest,Lana Del Rey,Lana Del Rey,0.0,0.0
The Guilty Party,While She Sleeps,,0.0,0.0
The Invitation,Nick Cannon,,0.0,0.0
The Kids Are Coming,Tones and I,,0.0,0.0
The Last Time,The Script,,0.0,0.0
The Least That I Could Do,Plested,,0.0,0.0
The Life and Times (Of a Man Called Depression),The Specials,,0.0,0.0
The London,Young Thug,"Young Thug, J. Cole & Travis Scott",1.0,1.0
The Man,Taylor Swift,Taylor Swift,0.0,0.0
The Man To Hold The Water,Rob Thomas,,0.0,0.0
The Mess We Make,Benjamin Francis Leftwich,,0.0,0.0
The Night of Santiago,Leonard Cohen,,0.0,0.0
The Other Side,Lauren Alaina,Lauren Alaina,1.0,0.0
The Place Where Lost Things Go,Emily Blunt,,0.0,0.0
The Prince Who Wanted Everything,Weezer,,0.0,0.0
The Promise,Andy Black,,0.0,0.0
The Reckoning,Within Temptation,,0.0,0.0
The Runner,Foals,,0.0,0.0
The Search,NF,,0.0,0.0
The Signal Fire,Killswitch Engage,,0.0,0.0
The Take,Tory Lanez,Tory Lanez Featuring Chris Brown,1.0,1.0
The Truth,James Blunt,,0.0,0.0
The Violence,Asking Alexandria,,0.0,0.0
The Waiting Room,Lucy Spraggan,,0.0,0.0
The Way I Feel,Keane,,0.0,0.0
The Wayfarer,Bruce Springsteen,,0.0,0.0
The Weight of the Badge,George Strait,,0.0,0.0
There Goes My Miracle,Bruce Springsteen,,0.0,0.0
There Was Jesus,Zach Williams,,0.0,0.0
Think of Me,Neil Young & Crazy Horse,,0.0,0.0
This Bar,Morgan Wallen,,0.0,0.0
This Is How (We Want You To Get High),George Michael,,0.0,0.0
This Is Real,Jax Jones,,0.0,0.0
This Land,"Gary Clark, Jr.",,0.0,0.0
This Life,Vampire Weekend,,0.0,0.0
This Pain Will Be Useful,Leah Nobel,,0.0,0.0
Those Nights,Bastille,,0.0,0.0
Thoughts and Prayers,The Raconteurs,,0.0,0.0
Throat Baby (Go Baby),BRS Kash,BRS Kash,1.0,0.0
Throw Me a Party,Rita Wilson,,0.0,0.0
Time,NF,NF,1.0,0.0
Time Is,Richard Hawley,,0.0,0.0
Time of Our Life,Electric Light Orchestra,,0.0,0.0
Timeless,Rob Thomas,Rob Thomas,0.0,0.0
Tiny Victories,Christina Perri,,0.0,0.0
Tip of My Tongue,Kenny Chesney,,0.0,0.0
To Be Human,Marina,,0.0,0.0
To Hell & Back,Maren Morris,,0.0,0.0
Tonight,Angel Olsen,,0.0,0.0
Touchy Situation,Jack Savoretti,,0.0,0.0
Tough Love,Avicii,,0.0,0.0
Town Ain't Big Enough,Chris Young,,0.0,0.0
Treat People With Kindness,Harry Styles,,0.0,0.0
Treehouse,James Arthur,,0.0,0.0
Triggered (Freestyle),Jhen_ Aiko,,0.0,0.0
Trophy,Kate Davis,,0.0,0.0
Trouble In Paradise,Rufus Wainwright,,0.0,0.0
Trouble In Town,Coldplay,,0.0,0.0
True Blue,Mark Ronson,,0.0,0.0
Trust Fund Baby,Sammy Hagar,,0.0,0.0
Tucson Train,Bruce Springsteen,,0.0,0.0
Turn Me On,Riton,Riton,0.0,0.0
Tusa,Karol G,Karol G & Nicki Minaj,1.0,1.0
Two of Us,Louis Tomlinson,,0.0,0.0
Tyler Got Him a Tesla,Florida Georgia Line,,0.0,0.0
U (Man Like),Bon Iver,,0.0,0.0
UFOF,Big Thief,,0.0,0.0
Uh Huh,Jade Bird,,0.0,0.0
Ulfilas' Alphabet,Sundara Karma,,0.0,0.0
Unbroken,Bret Michaels,,0.0,0.0
Unbroken,Bon Jovi,,0.0,0.0
Undecided,Chris Brown,Chris Brown,1.0,0.0
Under The Graveyard,Ozzy Osbourne,,0.0,0.0
Under The Sun,J. Cole,"Dreamville Featuring J. Cole, Lute & DaBaby",1.0,1.0
Undrunk,Fletcher,Fletcher,0.0,0.0
Uneventful Days,Beck,,0.0,0.0
Unleashed,Killswitch Engage,,0.0,0.0
Unplanned,Matthew West,,0.0,0.0
Unrest,The Drunken Hearts,,0.0,0.0
Unsainted,Slipknot,,0.0,0.0
Until The Stars Go Out,James Morrison,,0.0,0.0
Up All Night,Khalid,Khalid,1.0,0.0
Us Against The World,Killswitch Engage,,0.0,0.0
Use This Gospel,Kanye West,,0.0,0.0
Used To Be,Jonas Brothers,,0.0,0.0
Vete,Bad Bunny,Bad Bunny,1.0,0.0
Victorious,Skillet,Skillet,0.0,0.0
Violence,Grimes,,0.0,0.0
Viper King,Dream Theater,,0.0,0.0
Vitamins,Qveen Herby,,0.0,0.0
Vogue,Local Natives,,0.0,0.0
Voodoo,Celestal,,0.0,0.0
Vossi Bop,Stormzy,,0.0,0.0
Vote For Me,The Specials,,0.0,0.0
Waitin' On 5,Chris Janson,,0.0,0.0
Walk Me Home,Pink,Pink,0.0,0.0
Wanted,Danny Gokey,Danny Gokey,0.0,0.0
War,Drake,,0.0,0.0
Warm,Charli XCX,,0.0,0.0
Warning Sign,The Amazons,,0.0,0.0
Warrior,Zac Brown Band,,0.0,0.0
Wars,Of Monsters and Men,,0.0,0.0
Wash Off,Foals,,0.0,0.0
"Wasteland, Baby!",Hozier,,0.0,0.0
Water,Kanye West,Kanye West,0.0,0.0
Watermelon Sugar,Harry Styles,Harry Styles,1.0,0.0
Way Down,Tim McGraw,,0.0,0.0
Way To Break My Heart,Ed Sheeran,,0.0,0.0
Way Too Pretty For Prison,Miranda Lambert,,0.0,0.0
We,Bon Iver,,0.0,0.0
We Are The People,Iggy Pop,,0.0,0.0
We Back,Jason Aldean,Jason Aldean,1.0,0.0
We Go High,Chance the Rapper,,0.0,0.0
We Made It,Louis Tomlinson,,0.0,0.0
We Were,Keith Urban,Keith Urban,1.0,0.0
We Were Rich,Runaway June,,0.0,0.0
We've Got To Try,The Chemical Brothers,,0.0,0.0
Weightless,Elbow,,0.0,0.0
West Coast,G-Eazy,G-Eazy,0.0,0.0
Western Stars,Bruce Springsteen,,0.0,0.0
What A Time,Julia Michaels,,0.0,0.0
What Could've Been,Gone West,,0.0,0.0
What Do You Mean?,Skepta,Skepta,0.0,0.0
What I Like About You,Jonas Blue,,0.0,0.0
What I See,Lanco,,0.0,0.0
What I'm Leaving For,Lady A,,0.0,0.0
What If I Never Get Over You,Lady A,Lady Antebellum,1.0,1.0
What She Wants Tonight,Luke Bryan,Luke Bryan,1.0,0.0
What You See Is What You Get,Luke Combs,,0.0,0.0
Wheels Of The City,The Drunken Hearts,,0.0,0.0
When Am I Gonna Lose You,Local Natives,,0.0,0.0
When I Die,Alma,,0.0,0.0
When I Grow Up,NF,,0.0,0.0
When I Was Older,Billie Eilish,,0.0,0.0
When My Amy Prays,Vince Gill,,0.0,0.0
When We Fall Apart,Ryan Stevenson,,0.0,0.0
When You Come Up To Me,Sleaford Mods,,0.0,0.0
Whenever You're Around,Bootstraps,,0.0,0.0
Where I Belong,Simple Plan,,0.0,0.0
Where's The Catch?,James Blake,,0.0,0.0
White Mercedes,Charli XCX,,0.0,0.0
White Noise White Heat,Elbow,,0.0,0.0
White Onions,Foals,,0.0,0.0
White Privilege,Sam Fender,,0.0,0.0
White Wooden Cross,Wilco,,0.0,0.0
Who Do You Love,The Chainsmokers,The Chainsmokers Featuring 5 Seconds Of Summer,1.0,1.0
Whole Heart (Hold Me Now),Hillsong United,,0.0,0.0
Whole Lotta Quit,Randy Houser,,0.0,0.0
Why Did You Run?,Judah & the Lion,,0.0,0.0
Why Me? Why Not.,Liam Gallagher,,0.0,0.0
Why So Serious,Alice Merton,,0.0,0.0
Why We Drink,Justin Moore,Justin Moore,1.0,0.0
Why You Gotta Kick Me When I'm Down?,Bring Me The Horizon,,0.0,0.0
Wild Roses,Of Monsters and Men,,0.0,0.0
Wiley Flow,Stormzy,,0.0,0.0
Will We Talk?,Sam Fender,,0.0,0.0
"Wine, Beer, Whiskey",Little Big Town,,0.0,0.0
Wish Wish,DJ Khaled,DJ Khaled Featuring Cardi B & 21 Savage,1.0,1.0
Wish You Pain,Andy Grammer,,0.0,0.0
Wish You Well,Sigala,,0.0,0.0
Wish You Were Gay,Billie Eilish,Billie Eilish,1.0,0.0
With Him,Bruce Sudano,,0.0,0.0
Without You,Cold,Cold,1.0,0.0
Woah,Lil Baby,Lil Baby,1.0,0.0
Wolves,Ryan Bingham,Ryan Bingham,1.0,0.0
Woman,Karen O and Danger Mouse,Karen O and Danger Mouse,1.0,0.0
Women,Florida Georgia Line,,0.0,0.0
Won't Be Late,Swae Lee,Swae Lee Featuring Drake,1.0,1.0
Work To Do,Marc Cohn,,0.0,0.0
Worth It,YK Osiris,YK Osiris,1.0,0.0
Worthy,India.Arie,,0.0,0.0
Wouldn't Want to Be Like You,Sheryl Crow,,0.0,0.0
Writing,Bill Callahan,,0.0,0.0
Writing on the Wall,French Montana,,0.0,0.0
Xanny,Billie Eilish,Billie Eilish,1.0,0.0
Y'all Boys,Florida Georgia Line,,0.0,0.0
Yellow,Rich Brian,,0.0,0.0
Yellow Hearts,Ant Saunders,Ant Saunders,1.0,0.0
You Ain't The Problem,Michael Kiwanuka,,0.0,0.0
You Know Wassup,Kehlani,,0.0,0.0
You Mean the World to Me,Freya Ridings,,0.0,0.0
You Need To Calm Down,Taylor Swift,Taylor Swift,1.0,0.0
You Stay,DJ Khaled,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",1.0,1.0
You'll Never Find Me,Korn,,0.0,0.0
Your Capricious Soul,Michael Stipe,,0.0,0.0
Your Mrs,JAY1,,0.0,0.0
Yours Or Mine,Rak-Su,,0.0,0.0
Youth,Feeder,Feeder,0.0,0.0
_And Still I Wander South,Knocked Loose,,0.0,0.0
'Tis the Damn Season,Taylor Swift,,0.0,0.0
﻿(Under The) Heavy Sun,Daniel Lanois,,0.0,0.0
1 x 1,Cold War Kids,,0.0,0.0
1000 Hands (Come Up),Jon Anderson,,0.0,0.0
12.38,Childish Gambino,,0.0,0.0
2020 Riots: How Many Times,Trey Songz,,0.0,0.0
21 Years,tobyMac,,0.0,0.0
21st Century USA,Drive-By Truckers,,0.0,0.0
23,Burna Boy,Burna Boy,0.0,0.0
24,Money Man,Money Man Featuring Lil Baby,1.0,1.0
24 Hours,Georgia,Georgia,1.0,0.0
3 Headed Goat,Lil Durk,Lil Durk Featuring Lil Baby & Polo G,1.0,1.0
3 Hour Drive,Alicia Keys,,0.0,0.0
30,Badflower,Badflower,0.0,0.0
34+35,Ariana Grande,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,1.0,1.0
3AM,Halsey,,0.0,0.0
6 Rings,Bad Bunny,,0.0,0.0
7 Summers,Morgan Wallen,Morgan Wallen,1.0,0.0
7500 OBO,Tim McGraw,,0.0,0.0
808,Da Beatfreakz,,0.0,0.0
911,Lady Gaga,,0.0,0.0
929,Halsey,,0.0,0.0
@ Meh,Playboi Carti,,0.0,0.0
A Ghost,Travis,,0.0,0.0
A Hero's Death,Fontaines D.C.,,0.0,0.0
A Little Bit Off,Five Finger Death Punch,,0.0,0.0
A Little Love,Celeste,,0.0,0.0
A Million Hearts,Travis,,0.0,0.0
A Rock,Hardy,,0.0,0.0
ABBY,Travis Denning,,0.0,0.0
Acting Like That,Yungblud,,0.0,0.0
Activate,Jon Anderson,,0.0,0.0
After A Few,Travis Denning,Travis Denning,1.0,0.0
After Hours,The Weeknd,The Weeknd,1.0,0.0
Afterglow,Ed Sheeran,Ed Sheeran,1.0,0.0
Aim For The Moon,Pop Smoke,,0.0,0.0
Ain't It Different,Headie One,,0.0,0.0
Airplane Mode,Nines,,0.0,0.0
Alexa Bliss,Bowling for Soup,,0.0,0.0
Alexandra,Laura Marling,,0.0,0.0
Alfred's Theme,Eminem,,0.0,0.0
Alice,Lady Gaga,,0.0,0.0
All Fall Down,Travis,,0.0,0.0
All I Want to Hear You Say,Sea Girls,,0.0,0.0
All In,Lil Baby,Lil Baby,1.0,0.0
All Night,Brothers Osborne,,0.0,0.0
All You're Dreaming Of,Liam Gallagher,,0.0,0.0
Almost Maybes,Jordan Davis,Jordan Davis,1.0,0.0
Alone Again,The Weeknd,The Weeknd,1.0,0.0
"Alone, Omen 3",King Krule,,0.0,0.0
Always You,Louis Tomlinson,,0.0,0.0
Am I Missing Something?,Jarvis Cocker,,0.0,0.0
America,Sufjan Stevens,,0.0,0.0
American Reckoning,Bon Jovi,,0.0,0.0
American Silence,Chris Pierce,,0.0,0.0
American Sunset,Bruce Sudano,,0.0,0.0
Amongst the Shadows & the Stones,Trivium,,0.0,0.0
Anagnorisis,Asaf Avidan,,0.0,0.0
Angels & Demons,Jxdn,,0.0,0.0
Angels Like You,Miley Cyrus,,0.0,0.0
Another Hit of Showmanship,The Struts,,0.0,0.0
Antisocialist,Asking Alexandria,,0.0,0.0
Anyone,Demi Lovato,Demi Lovato,0.0,0.0
Anyone But Me,Joy Crookes,,0.0,0.0
Anything For You,Ledisi,,0.0,0.0
Apricots,Bicep,,0.0,0.0
Are We Alright Again,Eels,,0.0,0.0
Are We Just People,"Robin Trower, Maxi Priest, Livingstone Brown",,0.0,0.0
Are You Even Real?,James Blake,,0.0,0.0
Aries,Gorillaz,,0.0,0.0
Arkansas,Chris Stapleton,,0.0,0.0
As I Walked Out,Van Morrison,,0.0,0.0
At The Door,The Strokes,,0.0,0.0
Atlas Falls,Shinedown,,0.0,0.0
August,Taylor Swift,,0.0,0.0
Available,Justin Bieber,,0.0,0.0
Awake My Soul,Hillsong Worship,,0.0,0.0
B.I.T.C.H,Megan Thee Stallion,,0.0,0.0
B.S.,Jhené Aiko,Jhené Aiko,0.0,0.0
Baby It's You,London Grammar,,0.0,0.0
Baby Pluto,Lil Uzi Vert,Lil Uzi Vert,1.0,0.0
"Baby, I'm Jealous",Bebe Rexha,,0.0,0.0
Babylon,Lady Gaga,,0.0,0.0
Back Home,Trey Songz,,0.0,0.0
Back In Blood,Pooh Shiesty,Pooh Shiesty Featuring Lil Durk,1.0,1.0
Back To The Streets,Saweetie,Saweetie Featuring Jhene Aiko,1.0,1.0
Bad Child,Tones and I,,0.0,0.0
Bad Energy,Juice WRLD,Juice WRLD,1.0,0.0
Bad Friend,Rina Sawayama,,0.0,0.0
Bad Habits,Usher,Usher,0.0,0.0
Bad Mother Trucker,Eric Church,,0.0,0.0
Bad News,Kehlani,,0.0,0.0
Bang!,AJR,AJR,1.0,0.0
Banks,Needtobreathe,,0.0,0.0
Banksters,EOB,,0.0,0.0
Barcelona,Twin Atlantic,,0.0,0.0
Battle Belongs,Phil Wickham,,0.0,0.0
Be A Light,Thomas Rhett,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",1.0,1.0
Be Afraid,Jason Isbell,,0.0,0.0
Be Happy,Dixie D'Amelio,,0.0,0.0
Be Kind,Marshmello,Marshmello & Halsey,1.0,1.0
Be Like That,Kane Brown,Kane Brown With Swae Lee & Khalid,1.0,1.0
Bean (Kobe),Lil Uzi Vert,Lil Uzi Vert Featuring Chief Keef,1.0,1.0
Beat Box,SpotEmGottem,SpotEmGottem,0.0,0.0
Beautiful & Brutal,Plested,,0.0,0.0
Beautiful Stephen,Rolling Blackouts Coastal Fever,,0.0,0.0
Beautiful Trip,Kid Cudi,,0.0,0.0
Beers and Sunshine,Darius Rucker,,0.0,0.0
Beginning Middle End,Leah Nobel,,0.0,0.0
Believe,Meek Mill,Meek Mill,1.0,0.0
Believe It,PartyNextDoor,PartyNextDoor,0.0,0.0
Best On Earth,Russ,,0.0,0.0
Bet You Wanna,BlackPink,,0.0,0.0
Better,Zayn,Zayn,0.0,0.0
Better Angels,Tori Amos,,0.0,0.0
Better Days,OneRepublic,,0.0,0.0
Better Days,Ant Clemons,,0.0,0.0
Better Off Without You,Becky Hill,,0.0,0.0
Better Than Me,Riley Green,,0.0,0.0
Better Than We Found It,Maren Morris,,0.0,0.0
Betty,Taylor Swift,,0.0,0.0
Between Me And The End Of The World,Adam Hambrick,,0.0,0.0
BFE,Kane Brown,,0.0,0.0
Big Black Train,Lucinda Williams,,0.0,0.0
Big Conspiracy,J Hus,,0.0,0.0
Billy Joel,AJ Smith,,0.0,0.0
Birthday,Anne-Marie,Anne-Marie,0.0,0.0
Birthday,Disclosure,Disclosure,0.0,0.0
Black And White,Niall Horan,,0.0,0.0
Black Dog,Arlo Parks,,0.0,0.0
Black Eyes Blue,Corey Taylor,,0.0,0.0
Black Like Me,Mickey Guyton,,0.0,0.0
Black Lipstick,Powerman 5000,,0.0,0.0
Black Lungs,Architects,,0.0,0.0
Black Magic,Jonasu,Jonasu,0.0,0.0
Black Parade,Beyoncé,Beyoncé,0.0,0.0
Black Rider,Bob Dylan,,0.0,0.0
Black Swan,BTS,BTS,1.0,0.0
Blastoff,Internet Money,,0.0,0.0
Block Your Number,Maude Latour,,0.0,0.0
Blood On My Jeans,Juice WRLD,Juice WRLD,1.0,0.0
Blood River,Bush,,0.0,0.0
Bloody Valentine,Machine Gun Kelly,Machine Gun Kelly,1.0,0.0
Blowback,The Killers,,0.0,0.0
Blue & Grey,BTS,BTS,1.0,0.0
Blue World,Mac Miller,Mac Miller,1.0,0.0
Blueberry Eyes,Max,,0.0,0.0
Blueberry Faygo,Lil Mosey,Lil Mosey,1.0,0.0
Body,Megan Thee Stallion,Megan Thee Stallion,1.0,0.0
Boots,Hardy,,0.0,0.0
Born Here Live Here Die Here,Luke Bryan,,0.0,0.0
Born To Be Free,Van Morrison,,0.0,0.0
Boss Bitch,Doja Cat,,0.0,0.0
Bow,Sault,,0.0,0.0
Boyfriend,Mabel,Mabel,1.0,0.0
Boyfriend,Selena Gomez,Selena Gomez,1.0,0.0
Boyfriend,Hardy,Hardy,1.0,0.0
Boys Will Be Boys,Dua Lipa,,0.0,0.0
Brasil,EOB,,0.0,0.0
Break My Heart,Dua Lipa,Dua Lipa,1.0,0.0
Break Up Song,Little Mix,,0.0,0.0
Breaking Up Was Easy In The 90s,Sam Hunt,,0.0,0.0
Breathe Again,Pop Evil,,0.0,0.0
Breathe Deeper,Tame Impala,,0.0,0.0
Brick By Brick,American Authors,,0.0,0.0
Brightest Blue,Ellie Goulding,,0.0,0.0
"Broken Dreams, Inc.",Rise Against,,0.0,0.0
Brooklyn Bridge to Chorus,The Strokes,,0.0,0.0
Bubbles,Nikki Yanofsky,,0.0,0.0
Build A Fire,Patty Smyth,,0.0,0.0
Build Me A Daddy,Luke Bryan,,0.0,0.0
Bummerland,AJR,,0.0,0.0
Burning,GRM Daily,,0.0,0.0
Buss It,Erica Banks,Erica Banks,1.0,0.0
Butterflies,Travis,,0.0,0.0
Cage Fighter,Two,,0.0,0.0
Call Him,Noah Cunane,,0.0,0.0
Call Me,Carly Pearce,,0.0,0.0
Camel Crew,Sports Team,,0.0,0.0
Cameo,Rolling Blackouts Coastal Fever,,0.0,0.0
Can I,Kehlani,,0.0,0.0
Can I Believe You,Fleet Foxes,,0.0,0.0
Can't Be Happy All The Time,Tones and I,,0.0,0.0
Canceled,Larray,Larray,1.0,0.0
Cap,KSI,,0.0,0.0
Cardigan,Taylor Swift,Taylor Swift,1.0,0.0
Care,Beabadoobee,,0.0,0.0
Caroline,Arlo Parks,Arlo Parks,0.0,0.0
Carousels,Doves,,0.0,0.0
Carried Me With You,Brandi Carlile,,0.0,0.0
Catastrophist,Trivium,,0.0,0.0
Caution,The Killers,,0.0,0.0
Cayendo,Frank Ocean,,0.0,0.0
Ceremony,Deftones,,0.0,0.0
Champagne Night,Lady A,Lady A,1.0,0.0
Champagne Problems,Taylor Swift,Taylor Swift,1.0,0.0
Change Your Mind,Keith Urban,,0.0,0.0
Changes,Lauv,Lauv,0.0,0.0
Changes,Justin Bieber,Justin Bieber,0.0,0.0
Charlie Patton Highway (Turn It Up - Part 1),Robert Plant,,0.0,0.0
Chase,Analog Players Society,,0.0,0.0
Chasing (Demo),NF,,0.0,0.0
Check Your Phone,Cheap Cuts,,0.0,0.0
Checkmate,Lamb Of God,,0.0,0.0
Chew On My Heart,James Bay,,0.0,0.0
Chicago Freestyle,Drake,Drake Featuring Giveon,1.0,1.0
Children of the Next Level,Testament,,0.0,0.0
Chinatown,Bleachers,,0.0,0.0
Chingy (It's Whatever),Digga D,,0.0,0.0
Christmas Is,Dolly Parton,,0.0,0.0
Chromatica I,Lady Gaga,,0.0,0.0
Chrome Heart Tags,Lil Uzi Vert,,0.0,0.0
Church In A Chevy,Jordan Davis,,0.0,0.0
Cinnamon,Hayley Williams,,0.0,0.0
Circle The Drain,Machine Head,,0.0,0.0
Circles,Mac Miller,Mac Miller,1.0,0.0
Classic,Cam,Cam,0.0,0.0
Cloak Of The Night,EOB,,0.0,0.0
Close To Me,Ashley Riley,Ashley Riley,0.0,0.0
Closure,Raphaella,,0.0,0.0
Closure,Taylor Swift,,0.0,0.0
Cloud 9,Beach Bunny,,0.0,0.0
CMFT Must Be Stopped,Corey Taylor,,0.0,0.0
Coco,24kGoldn,,0.0,0.0
Cold As You,Luke Combs,Luke Combs,1.0,0.0
Cold Beer Calling My Name,Jameson Rodgers,Jameson Rodgers Featuring Luke Combs,1.0,1.0
Come & Go,Juice WRLD,Juice WRLD x Marshmello,1.0,1.0
Come All Ye Faithful,The Psychedelic Furs,,0.0,0.0
Come Along And Say You Will,Neil Young,,0.0,0.0
Come Around Me,Justin Bieber,Justin Bieber,1.0,0.0
Come On Out,The Airborne Toxic Event,,0.0,0.0
