title,artist,hit
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,1
Cry Pretty,Carrie Underwood,1
Close,Rae Sremmurd & Travis Scott,1
Thru Your Phone,Cardi B,1
Best Life,Cardi B Featuring Chance The Rapper,1
This Is America,Childish Gambino,1
Yes Indeed,Lil Baby & Drake,1
Fake Love,BTS,1
Better Now,Post Malone,1
Lucid Dreams,Juice WRLD,1
Overdose,YoungBoy Never Broke Again,1
Back To You,Selena Gomez,1
Ball For Me,Post Malone Featuring Nicki Minaj,1
All Girls Are The Same,Juice WRLD,1
Done For Me,Charlie Puth Featuring Kehlani,1
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,1
Rich & Sad,Post Malone,1
Paranoid,Post Malone,1
Shoota,Playboi Carti Featuring Lil Uzi Vert,1
Change Lanes,Kevin Gates,1
Mercy,Brett Young,1
Like That,Kris Wu,1
Spoil My Night,Post Malone Featuring Swae Lee,1
Southside,Lil Baby,1
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,1
Let It Sing,Kevin Gates,1
Sangria Wine,Pharrell Williams x Camila Cabello,1
Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",1
Champion,NAV Featuring Travis Scott,1
Stay,Post Malone,1
Lust,Lil Skies,1
Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,1
Downtown's Dead,Sam Hunt,1
Don't Go Breaking My Heart,Backstreet Boys,1
Girls Like You,Maroon 5 Featuring Cardi B,1
Apes**t,The Carters,1
I'm Upset,Drake,1
Taste,Tyga Featuring Offset,1
Bed,Nicki Minaj Featuring Ariana Grande,1
All Mine,Kanye West,1
Youngblood,5 Seconds Of Summer,1
Bigger > You,"2 Chainz, Drake & Quavo",1
Simple,Florida Georgia Line,1
DDU-DU DDU-DU,BLACKPINK,1
Yikes,Kanye West,1
TATI,6ix9ine Featuring DJ SPINKING,1
Born To Be Yours,Kygo & Imagine Dragons,1
Boss,The Carters,1
Ocean,Martin Garrix Featuring Khalid,1
Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,1
Hope,XXXTENTACION,1
Lovely,Billie Eilish & Khalid,1
Summer,The Carters,1
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,1
Reborn,KIDS SEE GHOSTS,1
I Know You,Lil Skies Featuring Yung Pinch,1
I Was Jack (You Were Diane),Jake Owen,1
Nice,The Carters,1
Cop Shot The Kid,Nas Featuring Kanye West,1
Friends,The Carters,1
Medicine,Queen Naija,1
In My Feelings,Drake,1
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,1
God Is A Woman,Ariana Grande,1
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",1
Nonstop,Drake,1
Natural,Imagine Dragons,1
Life Changes,Thomas Rhett,1
Coming Home,Keith Urban Featuring Julia Michaels,1
Eastside,"benny blanco, Halsey & Khalid",1
Mob Ties,Drake,1
Don't Matter To Me,Drake Featuring Michael Jackson,1
Sober,Demi Lovato,1
Take Back Home Girl,Chris Lane Featuring Tori Kelly,1
"Sunrise, Sunburn, Sunset",Luke Bryan,1
I Might Need Security,Chance The Rapper,1
Solo,Clean Bandit Featuring Demi Lovato,1
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,1
Hotel Key,Old Dominion,1
I'm A Mess,Bebe Rexha,1
Growing Pains,Alessia Cara,1
Wasted,Juice WRLD Featuring Lil Uzi Vert,1
Summertime Magic,Childish Gambino,1
Kiss Somebody,Morgan Evans,1
Sin Pijama,Becky G + Natti Natasha,1
You Say,Lauren Daigle,1
Broken,lovelytheband,1
Hooked,Dylan Scott,1
Level Up,Ciara,1
Ocean,TK Kravitz Featuring Jacqueez,1
Remind Me To Forget,Kygo Featuring Miguel,1
Best Part,Daniel Caesar Featuring H.E.R.,1
1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,1
Africa,Weezer,1
Break Up In The End,Cole Swindell,1
Jumpsuit,twenty one pilots,1
Nevermind,Dennis Lloyd,1
You Should See Me In A Crown,Billie Eilish,1
Desperate Man,Eric Church,1
Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,1
Lie,NF,1
Lose It,Kane Brown,1
Emotionless,Drake,1
Can't Take A Joke,Drake,1
Sicko Mode,Travis Scott,1
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",1
Breathin,Ariana Grande,1
Stargazing,Travis Scott,1
Barbie Dreams,Nicki Minaj,1
Beautiful,Bazzi Featuring Camila Cabello,1
Yosemite,Travis Scott,1
Sweetener,Ariana Grande,1
Drew Barrymore,Bryce Vine,1
Everytime,Ariana Grande,1
Happier,Marshmello & Bastille,1
Promises,Calvin Harris & Sam Smith,1
Trip,Ella Mai,1
Lean Wit Me,Juice WRLD,1
R.E.M,Ariana Grande,1
That's On Me,Yella Beezy,1
She Got The Best Of Me,Luke Combs,1
Blue Tacoma,Russell Dickerson,1
Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,1
Taking A Walk,Trippie Redd,1
Side Effects,The Chainsmokers Featuring Emily Warren,1
Drunk Me,Mitchell Tenpenny,1
Goodnight N Go,Ariana Grande,1
Made For Now,Janet & Daddy Yankee,1
The Light Is Coming,Ariana Grande Featuring Nicki Minaj,1
High Hopes,Panic! At The Disco,1
W O R K I N  M E,Quavo,1
Pete Davidson,Ariana Grande,1
Killshot,Eminem,1
I Love It,Kanye West & Lil Pump,1
Falling Down,Lil Peep & XXXTENTACION,1
New Patek,Lil Uzi Vert,1
Drip Too Hard,Lil Baby & Gunna,1
Lucky You,Eminem Featuring Joyner Lucas,1
Mo Bamba,Sheck Wes,1
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,1
Rap Devil,Machine Gun Kelly,1
No Stylist,French Montana Featuring Drake,1
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,1
Better,Khalid,1
The Way I Am,Charlie Puth,1
Head Above Water,Avril Lavigne,1
Thunderclouds,"Labrinth, Sia & Diplo Present... LSD",1
Fall,Eminem,1
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,1
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,1
Speechless,Dan + Shay,1
Leave Me Alone,Flipp Dinero,1
Drunk Girl,Chris Janson,1
Noticed,Lil Mosey,1
Hangin' On,Chris Young,1
Best Shot,Jimmie Allen,1
BEBE,6ix9ine Featuring Anuel AA,1
Self Care,Mac Miller,1
Backin' It Up,Pardison Fontaine Featuring Cardi B,1
The Ringer,Eminem,1
Rich,Maren Morris,1
Vaina Loca,Ozuna x Manuel Turizo,1
ZEZE,Kodak Black Featuring Travis Scott & Offset,1
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,1
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",1
Without Me,Halsey,1
MIA,Bad Bunny Featuring Drake,1
Shallow,Lady Gaga & Bradley Cooper,1
Fine China,Future & Juice WRLD,1
Uproar,Lil Wayne,1
Close Friends,Lil Baby,1
STOOPID,6ix9ine Featuring Bobby Shmurda,1
Never Recover,Lil Baby & Gunna Featuring Drake,1
Money,Cardi B,1
Mona Lisa,Lil Wayne Featuring Kendrick Lamar,1
Always Remember Us This Way,Lady Gaga,1
Lost In Japan,Shawn Mendes X Zedd,1
When The Party's Over,Billie Eilish,1
I'll Never Love Again,Lady Gaga,1
Jet Lag,Future & Juice WRLD Featuring Young Scooter,1
Venom,Eminem,1
Astronauts,Future & Juice WRLD,1
Saturday Nights,Khalid & Kane Brown,1
Suncity,Khalid Featuring Empress Of,1
Vertigo,Khalid,1
Yacht Club,Lil Yachty Featuring Juice WRLD,1
Make It Back,Juice WRLD,1
Kiss And Make Up,Dua Lipa & BLACKPINK,1
Electricity,Silk City x Dua Lipa,1
Get Dripped,Lil Yachty Featuring Playboi Carti,1
Burning Man,Dierks Bentley Featuring Brothers Osborne,1
"Thank U, Next",Ariana Grande,1
BAD!,XXXTENTACION,1
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,1
Bohemian Rhapsody,Queen,1
Armed And Dangerous,Juice WRLD,1
Topanga,Trippie Redd,1
10 Freaky Girls,Metro Boomin Featuring 21 Savage,1
1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,1
Dip,Tyga & Nicki Minaj,1
Talk To Me,Tory Lanez & Rich The Kid,1
Space Cadet,Metro Boomin Featuring Gunna,1
Be Alright,Dean Lewis,1
Don't Come Out The House,Metro Boomin Featuring 21 Savage,1
Ella Quiere Beber,Anuel AA & Romeo Santos,1
Take One,Kodak Black,1
Consequences,Camila Cabello,1
Sixteen,Thomas Rhett,1
Good Girl,Dustin Lynch,1
Last Shot,Kip Moore,1
Twerk,City Girls Featuring Cardi B,1
Millionaire,Chris Stapleton,1
Ocean Eyes,Billie Eilish,1
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,1
Girl Like You,Jason Aldean,1
Burn The House Down,AJR,1
Rudolph The Red-Nosed Reindeer,Gene Autry,1
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,1
Sleigh Ride,The Ronettes,1
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,1
(There's No Place Like) Home For The Holidays,Perry Como,1
White Christmas,Bing Crosby,1
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,1
Going Bad,Meek Mill Featuring Drake,1
A Lot,21 Savage,1
Blue Christmas,Elvis Presley,1
Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,1
Christmas (Baby Please Come Home),Darlene Love,1
Run Rudolph Run,Chuck Berry,1
Wow.,Post Malone,1
Jingle Bells,Frank Sinatra,1
Cozy Little Christmas,Katy Perry,1
The Christmas Song,Lauren Daigle,1
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,1
Can't Leave Without It,21 Savage,1
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,1
Look Back At It,A Boogie Wit da Hoodie,1
All My Friends,21 Savage,1
Break Da Law,21 Savage,1
Imagine,Ariana Grande,1
Monster,21 Savage,1
Calling My Spirit,Kodak Black,1
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,1
Beautiful Crazy,Luke Combs,1
Sweet But Psycho,Ava Max,1
You,Jacquees,1
1.5,21 Savage,1
Out For The Night,21 Savage,1
Gun Smoke,21 Savage,1
Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,1
ASMR,21 Savage,1
Envy Me,Calboy,1
This Is It,Scotty McCreery,1
7 Rings,Ariana Grande,1
Middle Child,J. Cole,1
Lost In The Fire,Gesaffelstein & The Weeknd,1
Baby Shark,Pinkfong,1
Keanu Reeves,Logic,1
Dancing With A Stranger,Sam Smith & Normani,1
Crushed Up,Future,1
First Off,Future Featuring Travis Scott,1
Undecided,Chris Brown,1
Jumpin On A Jet,Future,1
Never Stop,Future,1
Thotiana,Blueface,1
Secreto,Anuel AA & Karol G,1
What Makes You Country,Luke Bryan,1
Mixed Personalities,YNW Melly Featuring Kanye West,1
Temptation,Future,1
Ruin My Life,Zara Larsson,1
Take It From Me,Jordan Davis,1
Rocket Ship,Future,1
Pure Water,Mustard & Migos,1
F&N,Future,1
Down To The Honkytonk,Jake Owen,1
Body,Loud Luxury Featuring Brando,1
Love Someone,Lukas Graham,1
Nights Like This,Kehlani Featuring Ty Dolla $ign,1
Pure Cocaine,Lil Baby,1
On My Way To You,Cody Johnson,1
Make It Sweet,Old Dominion,1
Love Wins,Carrie Underwood,1
Murder On My Mind,YNW Melly,1
GIRL,Maren Morris,1
Roses,benny blanco & Juice WRLD Featuring Brendon Urie,1
Face My Fears,Hikaru Utada & Skrillex,1
Call The Coroner,Future,1
Please Me,Cardi B & Bruno Mars,1
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,1
Robbery,Juice WRLD,1
Bury A Friend,Billie Eilish,1
NASA,Ariana Grande,1
Needy,Ariana Grande,1
Red Room,Offset,1
Talk,Khalid,1
Bloodline,Ariana Grande,1
Bad Idea,Ariana Grande,1
Fake Smile,Ariana Grande,1
Ghostin,Ariana Grande,1
Here Tonight,Brett Young,1
In My Head,Ariana Grande,1
Put A Date On It,Yo Gotti Featuring Lil Baby,1
Talk You Out Of It,Florida Georgia Line,1
Miss Me More,Kelsea Ballerini,1
Burn Out,Midland,1
Eyes On You,Chase Rice,1
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,1
365,Zedd & Katy Perry,1
Worth It,YK Osiris,1
Shot Clock,Ella Mai,1
There Was This Girl,Riley Green,1
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,1
Let Me Down Slowly,Alec Benjamin + Alessia Cara,1
Make Up,Ariana Grande,1
One That Got Away,Michael Ray,1
Sucker,Jonas Brothers,1
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1
Act Up,City Girls,1
Here With Me,Marshmello Featuring CHVRCHES,1
Bad Liar,Imagine Dragons,1
Girls Need Love,Summer Walker X Drake,1
Good As You,Kane Brown,1
Undrunk,FLETCHER,1
Walk Me Home,P!nk,1
Whiskey Glasses,Morgan Wallen,1
Look What God Gave Her,Thomas Rhett,1
Price On My Head,NAV Featuring The Weeknd,1
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,1
Confessions Of A Dangerous Mind,Logic,1
Splashin,Rich The Kid,1
Night Shift,Jon Pardi,1
I,Lil Skies,1
Rumor,Lee Brice,1
Wish You Were Gay,Billie Eilish,1
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",1
Hear Me Calling,Juice WRLD,1
Faucet Failure,Ski Mask The Slump God,1
Tap,NAV Featuring Meek Mill,1
Calma,Pedro Capo X Farruko,1
Pop Out,Polo G Featuring Lil Tjay,1
Don't Call Me Up,Mabel,1
Last Hurrah,Bebe Rexha,1
Empty,Juice WRLD,1
Bad Guy,Billie Eilish,1
Earth,Lil Dicky,1
Sanguine Paradise,Lil Uzi Vert,1
Clout,Offset Featuring Cardi B,1
Boy With Luv,BTS Featuring Halsey,1
God's Country,Blake Shelton,1
Suge,DaBaby,1
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,1
Love Ain't,Eli Young Band,1
Cool,Jonas Brothers,1
Before I Let Go,Beyonce,1
Big Ole Freak,Megan Thee Stallion,1
"Hey Look Ma, I Made It",Panic! At The Disco,1
I'm So Tired...,Lauv & Troye Sivan,1
That's A Rack,Lil Uzi Vert,1
Kill This Love,BLACKPINK,1
SOS,Avicii Featuring Aloe Blacc,1
Slide,French Montana Featuring Blueface & Lil Tjay,1
Love Someone,Brett Eldredge,1
My Strange Addiction,Billie Eilish,1
Shotta Flow,NLE Choppa,1
Xanny,Billie Eilish,1
ME!,Taylor Swift Featuring Brendon Urie,1
I Don't Care,Ed Sheeran & Justin Bieber,1
EARFQUAKE,"Tyler, The Creator",1
Nightmare,Halsey,1
If I Can't Have You,Shawn Mendes,1
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,1
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,1
Truth Hurts,Lizzo,1
Beer Never Broke My Heart,Luke Combs,1
Just Us,DJ Khaled Featuring SZA,1
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",1
I Think,"Tyler, The Creator",1
Celebrate,DJ Khaled Featuring Travis Scott & Post Malone,1
Homicide,Logic Featuring Eminem,1
Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",1
Running Out Of Time,"Tyler, The Creator",1
Igor's Theme,"Tyler, The Creator",1
New Magic Wand,"Tyler, The Creator",1
A Boy Is A Gun,"Tyler, The Creator",1
Soltera,"Lunay, Daddy Yankee & Bad Bunny",1
Someone You Loved,Lewis Capaldi,1
Knockin' Boots,Luke Bryan,1
What's Good,"Tyler, The Creator",1
What If I Never Get Over You,Lady Antebellum,1
Puppet,"Tyler, The Creator",1
Weather The Storm,DJ Khaled Featuring Meek Mill & Lil Baby,1
Go Loko,"YG, Tyga & Jon Z",1
All To Myself,Dan + Shay,1
Triggered,Jhene Aiko,1
24/7,Meek Mill Featuring Ella Mai,1
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,1
Te Robare,Nicky Jam X Ozuna,1
Senorita,Shawn Mendes & Camila Cabello,1
Money In The Grave,Drake Featuring Rick Ross,1
No Guidance,Chris Brown Featuring Drake,1
You Need To Calm Down,Taylor Swift,1
Panini,Lil Nas X,1
MEGATRON,Nicki Minaj,1
Rodeo,Lil Nas X & Cardi B Or Nas,1
Never Really Over,Katy Perry,1
The Git Up,Blanco Brown,1
The London,"Young Thug, J. Cole & Travis Scott",1
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,1
Press,Cardi B,1
Ran$om,Lil Tecca,1
One Thing Right,Marshmello & Kane Brown,1
Easier,5 Seconds Of Summer,1
Some Of It,Eric Church,1
Callaita,Bad Bunny & Tainy,1
It's You,Ali Gatie,1
Rearview Town,Jason Aldean,1
Out The Mud,Lil Baby Featuring Future,1
Call You Mine,The Chainsmokers & Bebe Rexha,1
Trampoline,SHAED,1
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",1
Raised On Country,Chris Young,1
Wake Up,Travis Scott,1
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",1
La La Land,Bryce Vine Featuring YG,1
Only Human,Jonas Brothers,1
The Ones That Didn't Make It Back Home,Justin Moore,1
Cash Shit,Megan Thee Stallion Featuring DaBaby,1
Omerta,Drake,1
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,1
Goodbyes,Post Malone Featuring Young Thug,1
Beautiful People,Ed Sheeran Featuring Khalid,1
How Do You Sleep?,Sam Smith,1
My Type,Saweetie,1
Baby,Lil Baby & DaBaby,1
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",1
Antisocial,Ed Sheeran & Travis Scott,1
The Archer,Taylor Swift,1
Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",1
Lalala,Y2K & bbno$,1
Hate Me,Ellie Goulding & Juice WRLD,1
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",1
I Don't Know About You,Chris Lane,1
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",1
Southbound,Carrie Underwood,1
Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",1
Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",1
Ballin',Mustard & Roddy Ricch,1
Que Pretendes,J Balvin & Bad Bunny,1
Tip Of My Tongue,Kenny Chesney,1
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,1
Lover,Taylor Swift,1
Boyfriend,Ariana Grande & Social House,1
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1
Hot,Young Thug Featuring Gunna,1
Bad Bad Bad,Young Thug Featuring Lil Baby,1
Motivation,Normani,1
Slide Away,Miley Cyrus,1
Queen Of Mean,Sarah Jeffery,1
What's The Move,Young Thug Featuring Lil Uzi Vert,1
On Chill,Wale Featuring Jeremih,1
Just How It Is,Young Thug,1
Surf,Young Thug Featuring Gunna,1
Living,Dierks Bentley,1
Time,NF,1
Sup Mate,Young Thug Featuring Future,1
Love You Too Late,Cole Swindell,1
Won't Be Late,Swae Lee Featuring Drake,1
Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,1
Prayed For You,Matt Stell,1
Light It Up,Young Thug,1
Juicy,Doja Cat & Tyga,1
Lil Baby,Young Thug,1
Right Back,Khalid Featuring A Boogie Wit da Hoodie,1
F.N,Lil Tjay,1
Buy My Own Drinks,Runaway June,1
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,1
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,1
Ecstasy,Young Thug Featuring Machine Gun Kelly,1
Uno,Ambjaay,1
Daddy,Blueface & Rich The Kid,1
We Were,Keith Urban,1
Baby Sitter,DaBaby Featuring Offset,1
Takeaway,The Chainsmokers & ILLENIUM Featuring Lennon Stella,1
Every Little Thing,Russell Dickerson,1
Did It Again,Lil Tecca,1
Circles,Post Malone,1
INTRO,DaBaby,1
Memories,Maroon 5,1
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,1
Enemies,Post Malone Featuring DaBaby,1
Camelot,NLE Choppa,1
223's,YNW Melly & 9lokknine,1
Good As Hell,Lizzo,1
Saint-Tropez,Post Malone,1
Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",1
Hollywood's Bleeding,Post Malone,1
Liar,Camila Cabello,1
Heat,Chris Brown Featuring Gunna,1
Even Though I'm Leaving,Luke Combs,1
Die For Me,Post Malone Featuring Future & Halsey,1
Graveyard,Halsey,1
On The Road,Post Malone Featuring Meek Mill & Lil Baby,1
One Man Band,Old Dominion,1
Good Vibes,Chris Janson,1
Playing Games,Summer Walker,1
Hot Girl Bummer,blackbear,1
Self Control,YoungBoy Never Broke Again,1
Behind Barz,Drake,1
Remember You Young,Thomas Rhett,1
Adicto,"Tainy, Anuel AA & Ozuna",1
A Thousand Bad Times,Post Malone,1
Higher Love,Kygo X Whitney Houston,1
Stuck In A Dream,Lil Mosey x Gunna,1
Loco Contigo,"DJ Snake, J. Balvin & Tyga",1
Shameless,Camila Cabello,1
The Bones,Maren Morris,1
HIGHEST IN THE ROOM,Travis Scott,1
"10,000 Hours",Dan + Shay & Justin Bieber,1
Bandit,Juice WRLD & YoungBoy Never Broke Again,1
Lose You To Love Me,Selena Gomez,1
Lonely Child,YoungBoy Never Broke Again,1
Dance Monkey,Tones And I,1
BOP,DaBaby,1
VIBEZ,DaBaby,1
Make No Sense,YoungBoy Never Broke Again,1
Lights Up,Harry Styles,1
All Dat,Moneybagg Yo X Megan Thee Stallion,1
Come Thru,Summer Walker & Usher,1
Make It Right,BTS Featuring Lauv,1
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",1
Hot Now,YoungBoy Never Broke Again,1
Rich As Hell,YoungBoy Never Broke Again,1
Kinfolks,Sam Hunt,1
In Control,YoungBoy Never Broke Again,1
Heartache Medication,Jon Pardi,1
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,1
Nice To Meet Ya,Niall Horan,1
Carter Son,YoungBoy Never Broke Again,1
La Cancion,J Balvin & Bad Bunny,1
I'll Kill You,Summer Walker Featuring Jhene Aiko,1
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,1
Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",1
DHL,Frank Ocean,1
Everything I Wanted,Billie Eilish,1
Roxanne,Arizona Zervas,1
Woah,Lil Baby,1
Don't Start Now,Dua Lipa,1
Jerry Sprunger,Tory Lanez & T-Pain,1
Reply,A Boogie Wit da Hoodie Featuring Lil Uzi Vert,1
Follow God,Kanye West,1
Heart On Ice,Rod Wave,1
None Of Your Concern,Jhene Aiko Featuring Big Sean,1
Watermelon Sugar,Harry Styles,1
The Take,Tory Lanez Featuring Chris Brown,1
Ridin' Roads,Dustin Lynch,1
Falling,Trevor Daniel,1
All The Good Girls Go To Hell,Billie Eilish,1
homecoming queen?,Kelsea Ballerini,1
Slow Dancing In The Dark,Joji,1
Beauty In The Benz,Tory Lanez Featuring Snoop Dogg,1
Easy,DaniLeigh Featuring Chris Brown,1
Up All Night,Khalid,1
Tusa,Karol G & Nicki Minaj,1
We Back,Jason Aldean,1
Homesick,Kane Brown,1
Death,Trippie Redd Featuring DaBaby,1
Yellow Hearts,Ant Saunders,1
Hell Right,Blake Shelton Featuring Trace Adkins,1
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,1
The Box,Roddy Ricch,1
Happy Holiday / The Holiday Season,Andy Williams,1
Heartless,The Weeknd,1
Like It's Christmas,Jonas Brothers,1
Baby It's Cold Outside,Dean Martin,1
Futsal Shuffle 2020,Lil Uzi Vert,1
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,1
Adore You,Harry Styles,1
Suicidal,YNW Melly & Juice WRLD,1
No Idea,Don Toliver,1
My Oh My,Camila Cabello Featuring DaBaby,1
Into The Unknown,Idina Menzel & AURORA,1
Happy Xmas (War Is Over),John Legend,1
Blinding Lights,The Weeknd,1
Start Wit Me,Roddy Ricch & Gunna,1
Let Me Know (I Wonder Why Freestyle),Juice WRLD,1
Slide,H.E.R. Featuring YG,1
Vete,Bad Bunny,1
Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie,1
Candy,Doja Cat,1
BEST ON EARTH,Russ & BIA,1
Life Is Good,Future Featuring Drake,1
Godzilla,Eminem Featuring Juice WRLD,1
Yummy,Justin Bieber,1
What A Man Gotta Do,Jonas Brothers,1
Good News,Mac Miller,1
High Fashion,Roddy Ricch Featuring Mustard,1
You Should Be Sad,Halsey,1
Darkness,Eminem,1
Those Kinda Nights,Eminem Featuring Ed Sheeran,1
Sum 2 Prove,Lil Baby,1
Unaccommodating,Eminem Featuring Young M.A,1
Blue World,Mac Miller,1
Circles,Mac Miller,1
You Gon' Learn,"Eminem Featuring Royce da 5'9"" & White Gold",1
Black Swan,BTS,1
P*$$y Fairy (OTW),Jhene Aiko,1
Leaving Heaven,Eminem Featuring Skylar Grey,1
Complicated,Mac Miller,1
Hand Me Downs,Mac Miller,1
Premonition (Intro),Eminem,1
I Can See,Mac Miller,1
In Too Deep,Eminem,1
I Hope,Gabby Barrett Featuring Charlie Puth,1
Woods,Mac Miller,1
Nobody But You,Blake Shelton Duet With Gwen Stefani,1
SUGAR,BrockHampton,1
Everybody,Mac Miller,1
Rare,Selena Gomez,1
U Played,MoneyBagg Yo Featuring Lil Baby,1
Marsh,Eminem,1
No Regrets,Eminem Featuring Don Toliver,1
Out West,JACKBOYS Featuring Young Thug,1
More Hearts Than Mine,Ingrid Andress,1
I Wish Grandpas Never Died,Riley Green,1
Make Me Want To,Jimmie Allen,1
Lock It Up,Eminem Featuring Anderson .Paak,1
What She Wants Tonight,Luke Bryan,1
Surf,Mac Miller,1
Say So,Doja Cat Featuring Nicki Minaj,1
Stepdad,Eminem,1
I Hope You're Happy Now,Carly Pearce & Lee Brice,1
That's On Me,Mac Miller,1
Intentions,Justin Bieber Featuring Quavo,1
No Time To Die,Billie Eilish,1
Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",1
Forever,Justin Bieber Featuring Post Malone & Clever,1
To Die For,Sam Smith,1
g n f (Give No Fxk),"Migos, Young Thug & Travis Scott",1
Dior,Pop Smoke,1
Blueberry Faygo,Lil Mosey,1
Me And My Guitar,A Boogie Wit da Hoodie,1
Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,1
Might Not Give Up,A Boogie Wit da Hoodie Featuring Young Thug,1
Chasin' You,Morgan Wallen,1
Slow Dance In A Parking Lot,Jordan Davis,1
Thug Love,A Boogie Wit da Hoodie,1
Homemade,Jake Owen,1
Before You Go,Lewis Capaldi,1
After Hours,The Weeknd,1
Know Your Worth,Khalid x Disclosure,1
Ignorantes,Bad Bunny & Sech,1
Stain,A Boogie Wit da Hoodie Featuring DaBaby,1
Yikes,Nicki Minaj,1
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",1
Come Around Me,Justin Bieber,1
Catch,Brett Young,1
B.I.T.C.H.,Megan Thee Stallion,1
King Of My City,A Boogie Wit da Hoodie,1
Dive Bar,Garth Brooks & Blake Shelton,1
Cinderella Story,A Boogie Wit da Hoodie,1
Habitual,Justin Bieber,1
All Around Me,Justin Bieber,1
In Your Eyes,The Weeknd,1
Savage,Megan Thee Stallion,1
