title,artist,year,track_id,name,artists,id,album.release_date
Burnin' Up,Jessie J,2014,2f8FHYOkBjxnNxBWXWBpsG,Burnin' Up,"Jessie J, 2 Chainz",2f8FHYOkBjxnNxBWXWBpsG,2014-10-14
Burning Bridges,Ludacris,2014,3d81kNr1Ge6gTTeOXnKxV0,Burning Bridges,"Ludacris, Jason Aldean",3d81kNr1Ge6gTTeOXnKxV0,2015-03-31
Burning Gold,Christina Perri,2014,0n450TgdXT9BLURLyUV0qt,burning gold,Christina Perri,0n450TgdXT9BLURLyUV0qt,2014-03-27
Bury Our Friends,Sleater-Kinney,2014,2MycpboRozeeoFNqWGrnak,Bury Our Friends,Sleater-Kinney,2MycpboRozeeoFNqWGrnak,2015-01-20
Business Pleasure,Little Boots,2014,0OKHkrddDJeUUETNaq6bPr,Business Pleasure,Little Boots,0OKHkrddDJeUUETNaq6bPr,2014-12-01
Busy Earnin',Jungle,2014,5TloYFwzd09yWy8xkRLVUu,Busy Earnin',Jungle,5TloYFwzd09yWy8xkRLVUu,2014-07-15
Buy a Heart,Nicki Minaj,2014,4pJ15e9awy9c4eajhHmJO1,Buy A Heart,"Nicki Minaj, Meek Mill",4pJ15e9awy9c4eajhHmJO1,2014-12-15
Buzz Back Girl,Jerrod Niemann,2014,4QqpHeOph5V0eXSLyEZI06,Buzz Back Girl,Jerrod Niemann,4QqpHeOph5V0eXSLyEZI06,2014-03-21
Buzzin',Blake Shelton,2014,1j9JbLULlyeUltlcowiEhI,Buzzin' (feat. RaeLynn),"Blake Shelton, RaeLynn",1j9JbLULlyeUltlcowiEhI,2014-09-30
C.A.N.C.E.R.,Architects,2014,0MyPqVDidAoYEpmGl5VHGW,C.A.N.C.E.R,Architects,0MyPqVDidAoYEpmGl5VHGW,2014-03-11
Cadillactica,Big K.R.I.T.,2014,68qE6eNXhmFflFfSinyC80,Cadillactica,Big K.R.I.T.,68qE6eNXhmFflFfSinyC80,2014-08-25
California,Amelia Lily,2014,3SsbHGcTdGWeqpTBhTa3oB,California,Amelia Lily,3SsbHGcTdGWeqpTBhTa3oB,2014-09-05
California (There Is No End To Love),U2,2014,2RKY4G4RwRQufxBUv6ect3,California (There Is No End To Love),U2,2RKY4G4RwRQufxBUv6ect3,2014-01-01
California Rain,The Madden Brothers,2014,5pX14L9o5uzHO2SLjewDRw,California Rain,The Madden Brothers,5pX14L9o5uzHO2SLjewDRw,2014-09-16
Call Me,Metronomy,2014,2OfJP9BW8HnZpPvDDZ5Dx2,Call Me,Metronomy,2OfJP9BW8HnZpPvDDZ5Dx2,2014-03-10
Call Me,St. Paul & the Broken Bones,2014,5Z0MrFDEIDB075We9w9276,Call Me,St. Paul & The Broken Bones,5Z0MrFDEIDB075We9w9276,2014-02-18
Call My Name,Avery Sunshine,2014,2KuATlpFox2DKUkRxViBH3,Call My Name,Avery*Sunshine,2KuATlpFox2DKUkRxViBH3,2014-05-27
Call Your Mother,Johnny Cash,2014,1Zafhe6hrQtd8IVTFIBNeH,Call Your Mother,Johnny Cash,1Zafhe6hrQtd8IVTFIBNeH,2014-03-25
Calm After the Storm,The Common Linnets,2014,6C2GZHFFO8uXuMYCHiW5Y4,Calm After The Storm,The Common Linnets,6C2GZHFFO8uXuMYCHiW5Y4,2014-05-09
Calm Down,Busta Rhymes,2014,72DuDVv06ZtKDceAlq40f2,Calm Down (feat. Eminem),Busta Rhymes,72DuDVv06ZtKDceAlq40f2,2014-06-30
Can't Do Without You,Caribou,2014,5owacNcWuezb4JHoGdoQSj,Can't Do Without You,Caribou,5owacNcWuezb4JHoGdoQSj,2014-10-07
Can't Face The World Alone,Example,2014,369faLUmCEMqrnl3H2vg3X,Can't Face the World Alone,Example,369faLUmCEMqrnl3H2vg3X,2014-07-07
Can't Get Enough,Becky G,2014,44SmBeUC7cbgEOHnMvA6zW,Can't Get Enough (feat. Pitbull) - Spanish Version,"Becky G, Pitbull",44SmBeUC7cbgEOHnMvA6zW,2014-05-01
Can't Rely on You,Paloma Faith,2014,0rZarhxMQWpdbgqRpunlWK,Can't Rely on You,Paloma Faith,0rZarhxMQWpdbgqRpunlWK,2014-03-10
Can't Remember To Forget You,Shakira,2014,2Sh4sAOfnSHEVKFyysxzat,Can't Remember to Forget You (feat. Rihanna),"Shakira, Rihanna",2Sh4sAOfnSHEVKFyysxzat,2014-03-14
Can't Stop,Theophilus London,2014,5NWzO9jLluZ3R7FHFDtMqS,Can't Stop (feat. Kanye West),"Theophilus London, Kanye West",5NWzO9jLluZ3R7FHFDtMqS,2014-10-27
Can't Stop Dancing,Becky G,2014,5NetSTs4dgiR6GLrZOQcwJ,Can't Stop Dancin',Becky G,5NetSTs4dgiR6GLrZOQcwJ,2014-11-04
Can't Stop Loving You,Sara Evans,2014,5lWL9CTszxEyvdfE71zyZV,Can't Stop Loving You (Duet with Isaac Slade) (with Isaac Slade),"Sara Evans, Isaac Slade",5lWL9CTszxEyvdfE71zyZV,2014-03-10
Can't Stop Playing (Makes Me High),Dr. Kucho! & Gregor Salto,2014,1MOGJQsVeaRcXY6heJz5UZ,Can't Stop Playing (Makes Me High) [feat. Ane Brun] - Oliver Heldens & Gregor Salto Vocal Mix Edit,"DR. KUCHO!, Gregor Salto, Ane Brun, Oliver Heldens",1MOGJQsVeaRcXY6heJz5UZ,2005
Can't Wait Another Day,The String Cheese Incident,2014,6bng2F3iRwbbSxGPMCHSfa,Can't Wait Another Day,The String Cheese Incident,6bng2F3iRwbbSxGPMCHSfa,2014-04-29
Candidate,Johnny Marr,2014,7F48W6159zUwsMo6PloqZE,Candidate,Johnny Marr,7F48W6159zUwsMo6PloqZE,2014-09-30
Cannons,Kaiser Chiefs,2014,4NBjVPVi4QsYx4x2jEJTwK,Cannons,Kaiser Chiefs,4NBjVPVi4QsYx4x2jEJTwK,2014-04-01
Canvas of Life,Epica,2014,4Rm5PyaNysdcALm8964qsm,Canvas of Life,Epica,4Rm5PyaNysdcALm8964qsm,2014-05-02
Canyon Moon,Andrew McMahon in the Wilderness,2014,2nRbQ6rAy0GSy1TUn7wDK4,Canyon Moon,Andrew McMahon in the Wilderness,2nRbQ6rAy0GSy1TUn7wDK4,2014-10-14
Careless,Royal Blood,2014,2grWkf0NL8iIC7b9UqsjNt,Careless,Royal Blood,2grWkf0NL8iIC7b9UqsjNt,2014-08-25
Carolina Can,Chase Rice,2014,3gQ8le3MrVvmaAIvD5OBuC,Carolina Can,Chase Rice,3gQ8le3MrVvmaAIvD5OBuC,2014-08-19
Carpe Diem,You Me at Six,2014,62wyZYzuHmYiscHJxgjUIZ,Carpe Diem,You Me At Six,62wyZYzuHmYiscHJxgjUIZ,2014-01-27
Carry Me,Bombay Bicycle Club,2014,0AIlxnJ1kFpu6wp89rjjUv,Carry Me,Bombay Bicycle Club,0AIlxnJ1kFpu6wp89rjjUv,2014-02-03
Carry On,Lisa Stansfield,2014,6Pb475Q3LprvA2GhoXJ8Nd,Carry On,Lisa Stansfield,6Pb475Q3LprvA2GhoXJ8Nd,2014-01-31
Castles In The Air,Architects,2014,1UNG4xf1SxhDE62c8vPCwR,Castles In The Air,Architects,1UNG4xf1SxhDE62c8vPCwR,2014-03-11
Catch,Allie X,2014,1SZM0TLV6HW5xwApECIbdN,Catch,Allie X,1SZM0TLV6HW5xwApECIbdN,2015-12-04
Catch Tomorrow,Afrojack,2014,6q4G1bJMJcgWnl7sBeC90N,Catch Tomorrow,"Afrojack, Sting",6q4G1bJMJcgWnl7sBeC90N,2014-01-01
Cathy,Skinny Lister,2014,1dvkndeOaXZuzBbk6nAQdB,Cathy,Skinny Lister,1dvkndeOaXZuzBbk6nAQdB,2015-04-21
Caution To The Wind,Becky Hill,2014,3dJQMPIrUZnZyBvFP4WSav,Caution to the Wind,Becky Hill,3dJQMPIrUZnZyBvFP4WSav,2021-10-15
CC,Warpaint,2014,3xUaKXgOvsnMdjXXcT1cX0,CC,Warpaint,3xUaKXgOvsnMdjXXcT1cX0,2014-01-20
Cecilia and the Satellite,Andrew McMahon in the Wilderness,2014,1MSM3Fo2fvnwVqMcz8Jhjq,Cecilia And The Satellite,Andrew McMahon in the Wilderness,1MSM3Fo2fvnwVqMcz8Jhjq,2014-10-14
Cedar Lane,First Aid Kit,2014,1oi9MVnOyVCOdByqbNn3m7,Cedar Lane,First Aid Kit,1oi9MVnOyVCOdByqbNn3m7,2014-06-06
Cedarwood Road,U2,2014,74ynfl766B7U99PwFOanwq,Cedarwood Road,U2,74ynfl766B7U99PwFOanwq,2014-01-01
Celebrate,Pitbull,2014,3hm9Df6fGtYVPicuJulXyN,"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",Pitbull,3hm9Df6fGtYVPicuJulXyN,2014-11-21
Cellophane,Sia,2014,519aJoW3Jb4wxPeTvigKXu,Cellophane,Sia,519aJoW3Jb4wxPeTvigKXu,2015-05-04
Centuries,Fall Out Boy,2014,4ZzbcSm6MxnC15BcDqEYyK,Centuries - Gazzo Remix,"Fall Out Boy, Gazzo",4ZzbcSm6MxnC15BcDqEYyK,2014-12-22
Cesspits,Napalm Death,2014,2P16weldDuaBSINayQGTQR,Cesspits,Napalm Death,2P16weldDuaBSINayQGTQR,2015-01-27
Chains,Nick Jonas,2014,5U2yIZoTI5c4MANyjkuYba,Chains - Mike Hawkins Remix,Nick Jonas,5U2yIZoTI5c4MANyjkuYba,2014-09-16
Champagne Kisses,Jessie Ware,2014,3VtYIMxaZEdrydYAofTN04,Champagne Kisses,Jessie Ware,3VtYIMxaZEdrydYAofTN04,2014-08-04
Chandelier,Sia,2014,1F42Ox5sB2wHdy3aDrs3K9,Chandelier - Piano Version,Sia,1F42Ox5sB2wHdy3aDrs3K9,2014-09-09
Change,Ace Frehley,2014,3Sii6lIO1wRX5yTAopIHpD,Change,Ace Frehley,3Sii6lIO1wRX5yTAopIHpD,2014-08-19
Change Your Mind,The Horrors,2014,5spfPItv9BZMczlPfx4QbD,Change Your Mind,The Horrors,5spfPItv9BZMczlPfx4QbD,2014-05-06
Change Your Ticket,One Direction,2014,2skzofTV9Ys3eN70pghEHL,Change Your Ticket,One Direction,2skzofTV9Ys3eN70pghEHL,2014-11-17
Changes,Faul & Wad Ad vs Pnau,2014,4mVDVfxY3ODiBZiFj77qZ1,Changes - Original Mix,"Faul & Wad Ad, PNAU",4mVDVfxY3ODiBZiFj77qZ1,2013-12-06
Changing,Sigma,2014,0FqVdhGQ2TGhA1tlONxdHC,Changing,"Sigma, Paloma Faith",0FqVdhGQ2TGhA1tlONxdHC,2014-01-01
Charge,Elbow,2014,3XrQdQTDP0aWGeUmfVMMb6,Charge,Elbow,3XrQdQTDP0aWGeUmfVMMb6,2014-01-01
Chartjunk,Stephen Malkmus & the Jicks,2014,5Lfcred6pMG5xpiR5otzBw,Chartjunk,Stephen Malkmus & The Jicks,5Lfcred6pMG5xpiR5otzBw,2014-01-06
Chase the Paper,50 Cent,2014,0iFXTaQ0OCCh4N1LG54z8k,Chase The Paper,"50 Cent, Prodigy, Kidd Kidd, Styles P",0iFXTaQ0OCCh4N1LG54z8k,2014-06-03
Chasing Hearts,Breathe Carolina,2014,2mOAY0Dy2rKWf4TZdrwyAc,Chasing Hearts,"Breathe Carolina, Tyler Carter",2mOAY0Dy2rKWf4TZdrwyAc,2014-01-01
Chasing Shadows,The Horrors,2014,1C0RnkeqhbTjPRdlo5wJzV,Chasing Shadows,The Horrors,1C0RnkeqhbTjPRdlo5wJzV,2014-05-06
Chasing the Sun,Hilary Duff,2014,0xQ0oEwkMxLcuHEWFc7qwX,Chasing the Sun,Hilary Duff,0xQ0oEwkMxLcuHEWFc7qwX,2014-07-29
Chasing Time,Azealia Banks,2014,6jkJ39CLAbUdENyDTzovny,Chasing Time,Azealia Banks,6jkJ39CLAbUdENyDTzovny,2014-11-07
Cheer Up!,A Great Big World,2014,0jI6l2WoZ91XADsMIcL1Bc,Cheer Up!,A Great Big World,0jI6l2WoZ91XADsMIcL1Bc,2014-01-20
Cherry Wine,Hozier,2014,1C042FLYy7rP3MfnkOcnha,Cherry Wine - Live,Hozier,1C042FLYy7rP3MfnkOcnha,2014-09-19
Chicago,Michael Jackson,2014,5BKKy9fIJL5uM9fz1SnqyP,Chicago,Michael Jackson,5BKKy9fIJL5uM9fz1SnqyP,2014-05-09
Children of the Sun,Klaxons,2014,584JrvgdkuNL23vLZgTYtd,Children of the Sun,Klaxons,584JrvgdkuNL23vLZgTYtd,2014-06-16
Children of the Universe,Molly,2014,7wn3r1q1yLf9FlHO4HpGQi,Children of the Universe,Molly,7wn3r1q1yLf9FlHO4HpGQi,2014-04-15
Choice Kingdom,Alt-J,2014,2N7jeqGCdaPeXHuudTBO73,Choice Kingdom,alt-J,2N7jeqGCdaPeXHuudTBO73,2014-09-22
Christ Copyright,Nothing More,2014,2cTvamkNzLsIWrSHHW8yzy,Christ Copyright,NOTHING MORE,2cTvamkNzLsIWrSHHW8yzy,2014-06-23
Christmas in Blue Chair Bay,Kenny Chesney,2014,4Y0GlIROhIwxperRH1HoLY,Christmas in Blue Chair Bay,Kenny Chesney,4Y0GlIROhIwxperRH1HoLY,2014-11-17
Christmas Kissin',The Henningsens,2014,42dbPJAyOplvZErnbFUby4,Christmas Kissin' (feat. Jerrod Niemann),"The Henningsens, Jerrod Niemann",42dbPJAyOplvZErnbFUby4,2014-11-14
Cinnamon and Lesbians,Stephen Malkmus & the Jicks,2014,7dDw2mhWl1sqsLEWgSuiuU,Cinnamon and Lesbians,Stephen Malkmus & The Jicks,7dDw2mhWl1sqsLEWgSuiuU,2014-01-06
City Lights,Tim McGraw,2014,4nn9YiQFfP87C0Qab2Jlbb,City Lights,Tim McGraw,4nn9YiQFfP87C0Qab2Jlbb,2014-01-01
City of Gold,DragonForce,2014,1mGn8rAjBWuD6wEvvBk3Dn,City of Gold,DragonForce,1mGn8rAjBWuD6wEvvBk3Dn,2014-08-19
Clean,Taylor Swift,2014,4bXCcoesMt8u99xMsbLr9U,Clean,Taylor Swift,4bXCcoesMt8u99xMsbLr9U,2014-10-27
Cleopatra,Weezer,2014,2ohs1oX1ug07cZ0VuKF7r3,Cleopatra,Weezer,2ohs1oX1ug07cZ0VuKF7r3,2014-10-07
Clockwork,Easton Corbin,2014,2ieTFoBjqGVw8SfT4OSwVJ,Clockwork,Easton Corbin,2ieTFoBjqGVw8SfT4OSwVJ,2015-06-30
Clockwork,Ashley Roberts,2014,4ml0NEWfrZQ6IStEVV82di,Clockwork,Ashley Roberts,4ml0NEWfrZQ6IStEVV82di,2014
Close Your Eyes And Count To F--k,Run The Jewels,2014,2Kn3xgaDCM4aHuHK7FApgC,Close Your Eyes (And Count To Fuck),"Run The Jewels, Zack De La Rocha",2Kn3xgaDCM4aHuHK7FApgC,2014-10-24
Closer,Lee Brice,2014,5q8uqAMkjZlZqrTkBHUNpZ,Closer,Lee Brice,5q8uqAMkjZlZqrTkBHUNpZ,2014-09-09
Closer,Rae Morris,2014,1MsLlqPet2u3kfJhtTq5Up,Closer,Rae Morris,1MsLlqPet2u3kfJhtTq5Up,2015-01-23
Closer,FKA Twigs,2014,5sSV59D2IPCLxHFqzljMMO,Closer,FKA twigs,5sSV59D2IPCLxHFqzljMMO,2014-08-12
Cloud Factory,Sonata Arctica,2014,6EZzTkaXjwEZRdezLYxqNj,Cloud Factory,Sonata Arctica,6EZzTkaXjwEZRdezLYxqNj,2014-03-28
Clouds,Prince,2014,72tw1RsVqQ40i1jcp4bXdj,CLOUDS,Prince,72tw1RsVqQ40i1jcp4bXdj,2014-09-26
Clouds,One Direction,2014,6ibWCCEne6WEqDBAv7BeXv,Clouds,One Direction,6ibWCCEne6WEqDBAv7BeXv,2014-11-17
Clueless,Usher,2014,1FsOgwnLjMHRIoRHrPXJcd,Clueless,Usher,1FsOgwnLjMHRIoRHrPXJcd,2014-11-01
Coast Is Clear,Skrillex,2014,1c35oVynBuaFs99MNGUOUj,Coast Is Clear,Skrillex,1c35oVynBuaFs99MNGUOUj,2014-03-14
Cobbler,Kelis,2014,1xwtIexmjBDL09sHUnieSp,Cobbler,Kelis,1xwtIexmjBDL09sHUnieSp,2014-04-21
Coco,O.T. Genasis,2014,2JI71GHwq2LN8mtq3iCLYo,CoCo,O.T. Genasis,2JI71GHwq2LN8mtq3iCLYo,2014-11-10
Coconut Dracula,Islander,2014,0bIg6KcTRSCxyILJ2GrHBT,Coconut Dracula,Islander,0bIg6KcTRSCxyILJ2GrHBT,2014-07-08
Cocoon,Catfish and the Bottlemen,2014,1B241LRKmK6qDDTZfUajmm,Cocoon,Catfish and the Bottlemen,1B241LRKmK6qDDTZfUajmm,2014-09-15
Coins In A Fountain,Passenger,2014,6UBWuUaVM6KGvfNwSi6Bzf,Coins In A Fountain,Passenger,6UBWuUaVM6KGvfNwSi6Bzf,2014-06-10
Cold,Rae Morris,2014,4Cj0mTJsdoulccxtEcUF09,Cold (feat. Fryars),"Rae Morris, Fryars",4Cj0mTJsdoulccxtEcUF09,2015-01-23
Cold Cold Man,Saint Motel,2014,6RKGBcDtgzXx21zUjpeu6F,Cold Cold Man,Saint Motel,6RKGBcDtgzXx21zUjpeu6F,2014-08-16
Cold Night,You Me at Six,2014,4O1KbYpySZFY5eUMNgorq3,Cold Night,You Me At Six,4O1KbYpySZFY5eUMNgorq3,2014-01-27
Cold One,Eric Church,2014,1ffMmNQ42w7dIwyCDTKySb,Cold One,Eric Church,1ffMmNQ42w7dIwyCDTKySb,2014-01-01
Cold Summer,Fuel,2014,4m2Zno6OfdntQZp8CpFxcM,Cold Summer,Fuel,4m2Zno6OfdntQZp8CpFxcM,2013
Cold Sweat,Band of Skulls,2014,6Zpii4bumIgun4i1ez10vu,Cold Sweat,Band Of Skulls,6Zpii4bumIgun4i1ez10vu,2014-03-31
Cologne,Clean Bandit,2014,1noZqyAOJcTDeUQ15x5ZVA,Cologne (feat. Nikki Cislyn & Javeon),"Clean Bandit, Nikki Cislyn, Javeon",1noZqyAOJcTDeUQ15x5ZVA,2014-06-02
Colony Collapse,Architects,2014,3nRmk2LJq3bTacynhGmAUW,Colony Collapse,Architects,3nRmk2LJq3bTacynhGmAUW,2014-03-11
Colour Fields,Elbow,2014,3tJjXO1jVhY0tye5IH5QV4,Colour Fields,Elbow,3tJjXO1jVhY0tye5IH5QV4,2014-01-01
Come Get It Bae,Pharrell Williams,2014,24MSdaNRlLgjp8xYeJeXwZ,Come Get It Bae,Pharrell Williams,24MSdaNRlLgjp8xYeJeXwZ,2014-03-03
Come Join The Murder,The White Buffalo & The Forest Rangers,2014,1jZoQ2R3wgs1UbOhio9j8I,Come Join the Murder - From Sons of Anarchy,"The White Buffalo, The Forest Rangers",1jZoQ2R3wgs1UbOhio9j8I,2014-12-22
Come On Over,Royal Blood,2014,5xomksmfjLCXKfriOCnSUg,Come on Over,Royal Blood,5xomksmfjLCXKfriOCnSUg,2014-08-25
Come Over,Clean Bandit,2014,47Av8QkXRAhsrYxr51X3hC,Come Over (feat. Stylo G),"Clean Bandit, Stylo G",47Av8QkXRAhsrYxr51X3hC,2014-06-02
Come To,Bombay Bicycle Club,2014,6bv0EXeNvAwxNAod6KlJSW,Come To,Bombay Bicycle Club,6bv0EXeNvAwxNAod6KlJSW,2014-02-03
Come to Light,Arkells,2014,5A2i3zNef4Aj0NDlntwDIn,Come to Light,Arkells,5A2i3zNef4Aj0NDlntwDIn,2014-08-05
Come Together,Echosmith,2014,50pJjHSDBz8DnHYAmHzqQ6,Come Together,Echosmith,50pJjHSDBz8DnHYAmHzqQ6,2013-10-04
Comeback,Ella Eyre,2014,2skWmLax12BmuM5n03de1c,Comeback - Stripped,Ella Eyre,2skWmLax12BmuM5n03de1c,2014-09-28
"Comet, Come to Me",Me'Shell Ndeg_ocello,2014,2K1oYZGV8Ntb2wRMlE6UPM,"Comet, Come To Me",Meshell Ndegeocello,2K1oYZGV8Ntb2wRMlE6UPM,2014-06-03
Coming Home,Kaiser Chiefs,2014,24ByzsGO8NNKqWMiKK1Djd,Coming Home,Kaiser Chiefs,24ByzsGO8NNKqWMiKK1Djd,2014-04-01
Coming Home,Gorgon City,2014,68r4IyffSLPPZ2Adxf2vYc,Coming Home,"Gorgon City, Maverick Sabre",68r4IyffSLPPZ2Adxf2vYc,2014-01-01
Coming of Age,Foster the People,2014,1yzbqrSF0vuaO7nuKYSd6f,Coming of Age,Foster The People,1yzbqrSF0vuaO7nuKYSd6f,2014-03-14
Coming Up For Air,Phil Selway,2014,6LN6M0vPyT0wQwDTuniisk,Coming Up for Air,Philip Selway,6LN6M0vPyT0wQwDTuniisk,2014-10-06
Coming Up for Air,Cheryl Cole,2014,1HpxCoBu4baMBzDwoQZ24g,Coming Up For Air,"Cheryl, Joel Compass",1HpxCoBu4baMBzDwoQZ24g,2014-01-01
Commas,Future,2014,49zD0wr2S3d0lZPib0K4e1,F*ck Up Some Commas,Future,49zD0wr2S3d0lZPib0K4e1,2015-07-17
Compass,Sam Bailey,2014,4erqKifyeNcdnRqmqLjJ6C,Compass,Sam Bailey,4erqKifyeNcdnRqmqLjJ6C,2014-03-24
Compassion,Lucinda Williams,2014,0YhPSfY8IFBKYT7iVqWUiz,Compassion,Lucinda Williams,0YhPSfY8IFBKYT7iVqWUiz,2014-09-30
Completely Not Me,Jenny Lewis,2014,02Bg4xQklzHG9wXZg7YUnU,Completely Not Me - From the Girls Volume 2 Soundtrack,Jenny Lewis,02Bg4xQklzHG9wXZg7YUnU,2014-02-07
Confession,Florida Georgia Line,2014,6IFPfV8PNSYOmufzQ95hmm,Confession,Florida Georgia Line,6IFPfV8PNSYOmufzQ95hmm,2014-10-14
Confidence,Matisyahu,2014,7MKqDp6SNM5OgX0USOfUjP,Confidence,"Matisyahu, Collie Budz",7MKqDp6SNM5OgX0USOfUjP,2014-01-01
Congregation,Foo Fighters,2014,40cLVGkjzcZ5FJ3vHkXB0e,Congregation,Foo Fighters,40cLVGkjzcZ5FJ3vHkXB0e,2014-11-09
Conjure,Down,2014,3zxd4N0mTTyj1UYcD0vMMy,Conjure,DOWN,3zxd4N0mTTyj1UYcD0vMMy,2014-05-13
Conqueror,Estelle,2014,068uEcYRlhnf7JECnYtDmS,Conqueror,Estelle,068uEcYRlhnf7JECnYtDmS,2015-02-17
Conviction,Me'Shell Ndeg_ocello,2014,4QAqgX2d2eHl9abDTNdpXy,Conviction,Meshell Ndegeocello,4QAqgX2d2eHl9abDTNdpXy,2014-06-03
Cope,Manchester Orchestra,2014,1Lt5gFOGRcVEtPVQsRR1OY,Cope,Manchester Orchestra,1Lt5gFOGRcVEtPVQsRR1OY,2014-01-01
"Coronus, the Terminator",Flying Lotus,2014,79gyBvPc2zj3oIrhI50Eag,"Coronus, the Terminator",Flying Lotus,79gyBvPc2zj3oIrhI50Eag,2014-10-06
Cosby Sweater,Hilltop Hoods,2014,6myDPrp86x4Lhyp5aqU0EV,Cosby Sweater,Hilltop Hoods,6myDPrp86x4Lhyp5aqU0EV,2014-08-08
Counteract,Islander,2014,7osbyezZEw4Et5BR7gFdCu,Counteract,Islander,7osbyezZEw4Et5BR7gFdCu,2014-07-08
Country Down,Beck,2014,1eaqts48eE3G24g9dNXBJD,Country Down,Beck,1eaqts48eE3G24g9dNXBJD,2014-01-01
Country Nation,Brad Paisley,2014,4yL5WpJZmoxAV4udhE55VY,Country Nation,Brad Paisley,4yL5WpJZmoxAV4udhE55VY,2014-08-25
Country Side Of Heaven,Eric Paslay,2014,1q8JUMlk7kESYcjKnjxram,Country Side Of Heaven,Eric Paslay,1q8JUMlk7kESYcjKnjxram,2014-01-01
Crash on the Highway,Hurray for the Riff Raff,2014,0BSlytIME1BEnhqLn2X6z5,Crash on the Highway,Hurray For The Riff Raff,0BSlytIME1BEnhqLn2X6z5,2014-02-11
Crazy For You,Scars on 45,2014,4QoiGLzhxHTwQ61NkhyeqV,Crazy for You,Scars On 45,4QoiGLzhxHTwQ61NkhyeqV,2014-10-07
Crazy Lucky,Better Than Ezra,2014,0xAkPiBAlndlRVd741ZDjV,Crazy Lucky,Better Than Ezra,0xAkPiBAlndlRVd741ZDjV,2014-09-09
Crazy Stupid Love,My Crazy Girlfriend,2014,31OGnOywts4G8ZsjG1yokr,Crazy Stupid Love,My Crazy Girlfriend,31OGnOywts4G8ZsjG1yokr,2014-01-01
Crazy Stupid Love,Cheryl Cole,2014,5p5jXve0CXP3Za6xY2fylF,Crazy Stupid Love,"Cheryl, Tinie Tempah",5p5jXve0CXP3Za6xY2fylF,2014-01-01
Creation,The Pierces,2014,5HW6yZLIuqJpxVrVDs4plC,Creation,The Pierces,5HW6yZLIuqJpxVrVDs4plC,2014-01-01
Crickets,Colt Ford,2014,4ok2F39PcwZc8nbPtVoDw5,Crickets (feat. Jerrod Niemann),"Colt Ford, Jerrod Niemann",4ok2F39PcwZc8nbPtVoDw5,2014-07-01
Criminal,Framing Hanley,2014,6f5Ako08L6zo4uLsE4RyUV,Criminal,Framing Hanley,6f5Ako08L6zo4uLsE4RyUV,2014-04-25
Cross To Bear,Demon Hunter,2014,4bDNCnQ5j0HSagGJPgkkP9,Cross to Bear,Demon Hunter,4bDNCnQ5j0HSagGJPgkkP9,2014-03-18
Cross to Bier (Cradle of Bones),Hellyeah,2014,2VPxEPdahUGyHssk1LUGad,Cross To Bier (Cradle of Bones),HELLYEAH,2VPxEPdahUGyHssk1LUGad,2014-06-10
Crown,Run The Jewels,2014,4CvGdSbbN7AF6bpMzVA2Xg,Crown,"Run The Jewels, Diane Coffee",4CvGdSbbN7AF6bpMzVA2Xg,2014-10-27
Cruel Sexuality,La Roux,2014,7unKOpU9Fw6WCKDJETmbEd,Cruel Sexuality,La Roux,7unKOpU9Fw6WCKDJETmbEd,2014-01-01
Cruel World,Lana Del Rey,2014,6ayKgleoMF26lvU1Z7wVm7,Cruel World,Lana Del Rey,6ayKgleoMF26lvU1Z7wVm7,2014-01-01
Crusaders,LostAlone,2014,5pnumdqF3NMeIcsfpi6WLO,Crusaders,LostAlone,5pnumdqF3NMeIcsfpi6WLO,2014-04-06
Crushin' It,Brad Paisley,2014,3yMVUGqVK5iTTkA8kGChH2,Crushin' It,Brad Paisley,3yMVUGqVK5iTTkA8kGChH2,2014-08-25
Crushing Grief (No Remedy),Neck Deep,2014,0OgP3aqNy7EySxfJxmdg5j,Crushing Grief (No Remedy),Neck Deep,0OgP3aqNy7EySxfJxmdg5j,2014-01-14
Crying For No Reason,Katy B,2014,4MutGO46F4aKOEjrS5UUkM,Crying for No Reason,Katy B,4MutGO46F4aKOEjrS5UUkM,2014-02-10
Cucurucu,Nick Mulvey,2014,3G3PP7pAkAaZ6QzM0duBry,Cucurucu,Nick Mulvey,3G3PP7pAkAaZ6QzM0duBry,2014-05-12
Curry Chicken,Joey Bada$$,2014,0xRQcaFxNETdmB0mIpAkuU,Curry Chicken,Joey Bada$$,0xRQcaFxNETdmB0mIpAkuU,2015-01-20
Curse Curse,James,2014,6gTDApSsFQz5kKI0O1UkVD,Curse Curse,James,6gTDApSsFQz5kKI0O1UkVD,2014-09-16
Cusp of Eternity,Opeth,2014,4pmqtt1M0hGwdyJocXyV1a,Cusp of Eternity,Opeth,4pmqtt1M0hGwdyJocXyV1a,2014-08-25
Custer,Slipknot,2014,3GiJq4AQK7324mfIQbpiTf,Custer,Slipknot,3GiJq4AQK7324mfIQbpiTf,2014-10-15
Cut the Cable,Umphrey's McGee,2014,4BwBXerGIicC0VyfwIQsLm,Cut the Cable,Umphrey's McGee,4BwBXerGIicC0VyfwIQsLm,2014-06-10
Cycle,Beck,2014,3jkxfvEeHyiZU3tKmhLhLe,Cycle,Beck,3jkxfvEeHyiZU3tKmhLhLe,2014-01-01
