"title","artist","hit"
"Ants","Starcrawler",0
"Antwerpen","Enter Shikari",0
"Anvil Everything","White Denim",0
"Anxiety","Angels & Airwaves",0
"Anxiety","Good Charlotte",0
"Anxiety","Julia Michaels",0
"Anxiety","Ladyhawke",0
"Anxiety's Door","Merchandise",0
"Anxious","AJ Tracey",0
"Any Day Now","Elbow",0
"Any Day Will Do Fine","Michael Kiwanuka",0
"Any Emotions","Mini Mansions",0
"Any Friend of Diane's","Weezer",0
"Any Girl","Lloyd Banks",0
"Any Man In America","Blue October",0
"Any Ol' Barstool","Jason Aldean",1
"Any Other Way","The Zombies",0
"Any Other World","Mika",0
"Any Road","George Harrison",0
"Any Way You Like It","Status Quo",0
"Any Weather (606 Version)","Joan Jett",0
"Any Which Way","Scissor Sisters",0
"Anyhow","Leonard Cohen",0
"Anymore","Frank Turner",0
"Anyone","Demi Lovato",0
"Anyone","Justin Bieber",1
"Anyone But Him","Mr. Hudson",0
"Anyone But Me","Danny Worsnop",0
"Anyone But Me","Joy Crookes",0
"Anyone Else","Blake Shelton",0
"Anyone Else","Matt Cardle",0
"Anyone Else","PVRIS",0
"Anyone Else But You","The Moldy Peaches",0
"Anyone Who Knows Me","Eric Hutchinson",0
"Anysound","The Vines",0
"Anything","Musiq (Soulchild)",0
"Anything (To Find You)","Monica",0
"Anything but the Truth","Jack Johnson",0
"Anything Could Happen","Ellie Goulding",1
"Anything For You","Ledisi",0
"Anything Goes","AC/DC",0
"Anything Goes","Florida Georgia Line",0
"Anything Is Better Than This","Everclear",0
"Anything Like Me","Brad Paisley",1
"Anything U Want","Sevyn Streeter",0
"Anything We Want","Fiona Apple",0
"Anything You Want","Spoon",0
"Anything's Possible","Lea Michele",0
"Anytime","Ciara",0
"Anytime","Eve 6",0
"aNYway","Duck Sauce",0
"Anyway","Cee Lo Green",0
"Anyway","Martina McBride",1
"Anyway","O.A.R.",0
"Anyway","The Accidentals",0
"Anywhere","Rita Ora",0
"Anywhere Away From Here","Rag'n'Bone Man",0
"Anywhere But Here","Five Finger Death Punch",0
"Anywhere But Here","Mayday Parade",0
"Anywhere But Here","SafetySuit",0
"Anywhere For You","John Martin",0
"Anywhere In The World","Mark Ronson & Katy B",0
"Anywhere With You","Jake Owen",1
"Anywhere You Want to Go","Santana",0
"AOV","Slipknot",0
"AP","Pop Smoke",0
"Apart","Avant",0
"Apartment","Shirley Bassey",0
"Apartment","Young the Giant",0
"Apartment Wrestling","Maximum Balloon",0
"Apes--t","The Carters",0
"Apex Predator - Easy Meat","Napalm Death",0
"Aphorismic Wasteland Blues","Howler",0
"Aphrodite","Kylie Minogue",0
"Apocalypse","Jackie Evancho",0
"Apocalypse Dreams","Tame Impala",0
"Apocalypse Please","Muse",0
"Apocalyptic","Halestorm",0
"Apocalyptic Love","Slash",0
"Apocryphon","The Sword",0
"Apologize","Timbaland",1
"Appalachian Springs","The Verve",0
"Apparently","J. Cole",1
"Apparition","Frank + Derol",0
"Appetite","Usher",0
"Applause","Lady Gaga",1
"Apple Blossom","The White Stripes",0
"Apple Of My Eye","Rick Ross",0
"Apples","Lily Allen",0
"Applesauce","Animal Collective",0
"Applying Pressure","J. Cole",0
"Appreciate","Paul McCartney",0
"Approaching Pavonis Mons By Balloon (Utopia Planitia)","The Flaming Lips",0
"Après Moi","Regina Spektor",0
"Apricot Princess","Rex Orange County",0
"Apricots","Bicep",0
"April","PJ Harvey and John Parish",0
"April Fool","Patti Smith",0
"April In Houston","SWMRS",0
"April Storms","Jeremy Enigk",0
"April's Love","Court Yard Hounds",0
"Aqua Profunda!","Courtney Barnett",0
"Aquarius","Tinashe",0
"Aquarius Sabotage","The Flaming Lips",0
"Aqueous Transmission","Incubus",0
"Arab Money","Busta Rhymes",1
"Arabella","Arctic Monkeys",0
"Arabesque","Coldplay",0
"Arabesque","Nightwish",0
"Arbaden (Maggie's Babby)","Robert Plant",0
"Arc Of Bar","Japandroids",0
"Arcade","Duncan Laurence",1
"Arcadia","Lana Del Rey",0
"Arcady","Pete Doherty",0
"Archangel","Burial",0
"Are U Gonna Tell Her?","Tove Lo",0
"Are We All We Are","Pink",0
"Are We Alright Again","Eels",0
"Are We In This Together","Day26",0
"Are We Just People","Robin Trower, Maxi Priest, Livingstone Brown",0
"Are We Ready? (Wreck)","Two Door Cinema Club",0
"Are We The Waiting","Green Day",0
"Are You Alright?","Lucinda Williams",0
"Are You Dead Yet?","Children of Bodom",0
"Are You Even Real?","James Blake",0
"Are You Getting Enough?","Professor Green",0
"Are You Gonna Be My Girl","Jet",1
"Are You Gonna Kiss Me or Not","Thompson Square",0
"Are You Happy Now","Rascal Flatts",0
"Are You Here","Corinne Bailey Rae",0
"Are You In Love With a Notion?","The Courteeners",0
"Are You In?","Incubus",0
"Are You Just Sleeping?","Sheridan Smith",0
"Are You Leaving With Him","Luke Bryan",0
"Are You Looking After Yourself","Courtney Barnett",0
"Are You Lost in the World Like Me?","Moby",0
"Are You Ready","Disturbed",0
"Are You Ready","Gloriana",0
"Are You Ready to Live?","Korn",0
"Are You Ready?","RPA & the United Nations of Sound",0
"Are You Sure","Kacey Musgraves",0
"Are You What You Want to Be","Foster the People",0
"Are You With Me","Easton Corbin",0
"Are You With Me","Lost Frequencies",0
"Are You With That?","Vince Staples",0
"Area","The Futureheads",0
"Area 52","Yeah Yeah Yeahs",0
"Area Code","Nick Jonas",0
"Area Codes","Ludacris",1
"Arena","B.o.B",0
"Arena Rock Encore With Full Cast","The Cribs",0
"Ares","Bloc Party",0
"Aretha","Rumer",0
"Arguing With Thermometers","Enter Shikari",0
"Argyria","Esben and the Witch",0
"Aries","Gorillaz",0
"Arise","Flyleaf",0
"Arisen My Senses","Björk",0
"Arizona","Kings of Leon",0
"Arkansas","Chris Stapleton",0
"Arkansas Dave","George Strait",0
"Arkansas Farmboy","Glen Campbell",0
"Arlandria","Foo Fighters",0
"Arlene","Crystal Bowersox",0
"Armada Latina","Cypress Hill",0
"Armed & Dangerous","Juice WRLD",0
"Armistice","Patrick Wolf",0
"Armistice","Phoenix",0
"Armor","Sara Bareilles",0
"Armor and Sword","Rush",0
"Armorist","Overkill",0
"Armour","Minke",0
"Armourland","Everything Everything",0
"Arms","Christina Perri",1
"Arms Around You","XXXTENTACION",0
"Arms Of My Baby","Joss Stone",0
"Arms Open","The Script",0
"Army","Ellie Goulding",0
"Army of Ancients","Dr. Dog",0
"Army of Angels","The Script",0
"Army Of Love","Kerli",0
"Army Of Me","Christina Aguilera",0
"Army Of One","Coldplay",0
"Army Of Two","Dum Dums",0
"Army Of Two","Olly Murs",0
"Arose","Eminem",0
"Around My Head","Cage the Elephant",0
"Around My Way (Freedom Ain't Free)","Lupe Fiasco",0
"Around The Bend","The Asteroids Galaxy Tour",0
"Around The World","Kings of Leon",0
"Around The World","Natalie La Rose",0
"Around Town","The Kooks",0
"Around U","Ellie Goulding",0
"Arrival In Nara","Alt-J",0
"Arriving Somewhere but Not Here","Porcupine Tree",0
"Arrow","Tegan and Sara",0
"Arrows","Fences",0
"Arsonist's Lullabye","Hozier",0
"Art Deco","Lana Del Rey",0
"Art of Almost","Wilco",0
"Artangels","Grimes",0
"Artificial Light","Demon Hunter",0
"Artificial Nocturne","Metric",0
"Arto","System Of A Down",0
"Artpop","Lady Gaga",0
"Arts & Crafts","Red Light Company",0
"As A Blonde","Selena Gomez & The Scene",0
"As a Child","Portage and Main",0
"As Bad As It Gets","Jewel",0
"As Bright As The Darkness","Devil You Know",0
"As Far as I Remember","Papa Roach",0
"As Fast As You Can","Our Lady Peace",0
"As Good As I Once Was","Toby Keith",1
"As He Climbed the Dark Mountain","Thursday",0
"As Holy As The Soil (That Buries Your Skin)","Manic Street Preachers",0
"As I Am","Dream Theater",0
"As I Am","H.E.R.",0
"As I Am","Justin Bieber",1
"As I Em","Asher Roth",0
"As I Sit Down And Play The Organ At The Notre Dame Cathedral","Sparks",0
"As I Walked Out","Van Morrison",0
"As Is","Van Halen",0
"As It Comes","Fran Healy",0
"As Long As I Got You","Lily Allen",0
"As Long As I Know I'm Getting Paid","Patrick Stump",0
"As Long As We Got Love","Javier Colon",0
"As Long as You Love Me","Caleb Johnson",0
"As Long As You Love Me","Justin Bieber",1
"As Love Is My Witness","Westlife",0
"As Real as You and Me","Rihanna",0
"As She's Walking Away","Zac Brown Band",1
"As the Dawn Breaks","Richard Hawley",0
"As the World Caves In","Matt Maltese",0
"As We Enter","Nas & Damian Marley",0
"As You Find Me","Hillsong United",0
"As You Turn Away","Lady A",0
"As You Wish","Alesana",0
"As Your Friend","Chris Brown",0
"Ascending","...And You Will Know Us by the Trail of Dead",0
"Ascending","Jonathan Jackson + Enation",0
"Ascension","Gorillaz",0
"Ascension","Killswitch Engage",0
"Ascent Intro","Wiley",0
"Ash and Ember","Augustana",0
"Ashes","Embrace",0
"Ashes & Fire","Ryan Adams",0
"Ashes & Pearls","Debi Nova",0
"Ashes and Roses","Mary Chapin Carpenter",0
"Ashes Of Eden","Breaking Benjamin",0
"Ashes of the Wake","Lamb Of God",0
"Ashes to Ashes","Steve Earle",0
"Ashley","Big Sean",0
"Ashtrays and Heartbreaks","Snoop Lion",0
"Asik Vaysel","Joe Satriani",0
"Asilos Magdalena","The Mars Volta",0
"Ask Me Anything","The Strokes",0
"Ask Me How I Know","Garth Brooks",1
"Ask Yourself","Foster the People",0
"Asking 4 It","Gwen Stefani",0
"Asking for a Friend","Devin Dawson",0
"Asking For It","Shinedown",0
"Asleep In The Back","Elbow",0
"Asleep in the Deep","Mastodon",0
"Ass Back Home","Gym Class Heroes",1
"Ass Whoopin'","Jennifer Batten",0
"Assassin","Au/Ra",0
"Assassin","John Mayer",0
"Assembly Line","Randy Montana",0
"Assistant to the Regional Manager","The Devil Wears Prada",0
"Asteroid","The Devil Wears Prada",0
"Asthenia","blink-182",0
"Aston Martin Music","Rick Ross",1
"Astrobiology Rap","Jonathan Chase",0
"Astronaut","Professor Green",0
"Astronaut","Simple Plan",0
"Astronaut In The Ocean","Masked Wolf",1
"Astronauts","Rachel Platten",0
"Asylum","Disturbed",0
"Asylum","John Legend",0
"At 1AM","The Subways",0
"At 30,000 Ft","Queensrÿche",0
"At Calvary","Vic Mignogna",0
"At My Best","Machine Gun Kelly",1
"At Night","Example",0
"At Night (I Think About You)","MNEK",0
"At Night In Dreams","White Denim",0
"At Night, Alone","Mike Posner",0
"At or With Me","Jack Johnson",0
"At Stake","Jennifer Nettles Band",0
"At the Cross (Love Ran Red)","Chris Tomlin",0
"At The Door","The Strokes",0
"At The End Of August","36 Crazyfists",0
"At the House","Blake Shelton",0
"At the Purchaser's Option","Rhiannon Giddens",0
"At Wit's End","Dream Theater",0
"At Your Inconvenience","Professor Green",0
"At Your Name (Yahweh, Yahweh)","Phil Wickham",0
"aTENTion","M.I.A.",0
"Atlantic","Keane",0
"Atlas","Coheed and Cambria",0
"Atlas","Coldplay",0
"Atlas Air","Massive Attack",0
"Atlas Falls","Shinedown",0
"Atlas Hands","Benjamin Francis Leftwich",0
"Atlas, Rise!","Metallica",0
"Atletico","Rae Morris",0
"ATM","J. Cole",1
"ATM","Ray J",0
"ATM Jam","Azealia Banks",0
"Atmosphere","Kaskade",0
"Atom Dance","Björk",0
"Atomic Heels","Secret Machines",0
"Atomic Number","case/lang/veirs",0
"Atoms For Peace","Thom Yorke",0
"Atonement","Lucinda Williams",0
"Atonement","Michael W. Smith",0
"Attack Music","These New Puritans",0
"Attention","Charlie Puth",1
"Attracting Flies","AlunaGeorge",0
"Audacity","Stormzy",0
"Audacity of Huge","Simian Mobile Disco",0
"Audience Of One","Rise Against",0
"Audio Secrecy","Stone Sour",0
"Audition (The Fools Who Dream)","Emma Stone",0
"August","Taylor Swift",0
"Auld Wives","Bear's Den",0
"Aunt Lisa","Mastodon",0
"Aura","Lady Gaga",0
"Aurora","36 Crazyfists",0
"Austin","Blake Shelton",1
"Aute Cuture","Rosalia",0
"Authenticity","The Love Kills Theory",0
"Autobiography Of A Nation","Thursday",0
"Autograph","Bryan Brothers Band",0
"Automatic","Amy MacDonald",0
"Automatic","Aubrey O'Day",0
"Automatic","Dawn Richard",0
"Automatic","Miranda Lambert",1
"Automatic","Nicki Minaj",0
"Automatic","Tokio Hotel",0
"Automatic","Weezer",0
"Automatic Systematic Habit","Garbage",0
"Automaton","Jamiroquai",0
"Autonomous Zone","Killing Joke",0
"Autopilot","Kodaline",0
"Autopilot","Queens of the Stone Age",0
"Autumn","Paolo Nutini",0
"Autumn Leaves","Chris Brown",0
"Autumn Leaves","Susan Boyle",0
"Autumn Leaves","The Goo Goo Dolls",0
"Autumn Leaves Revisited","Thursday",0
"Autumn'68","Pink Floyd",0
"Available","Flo Rida",0
"Available","Justin Bieber",0
"Avalanche","Bring Me The Horizon",0
"Avalanche","James Arthur",0
"Avalanche","Matthew Good",0
"Avalanche","Migos",1
"Avalanche","Nick Jonas",0
"Avalon","Bad Religion",0
"Avalon","Professor Green",0
"Avant Gardener","Courtney Barnett",0
"Avaritia","Deadmau5",0
"Avatar","Dayshell",0
"Ave Dreamer","Benjamin Clementine",0
"Ave Maria","Beyoncé",0
"Ave Mary A","Pink",0
"Avenida Revolution","Chickenfoot",0
"Aviation","The Last Shadow Puppets",0
"Avril 14th","Aphex Twin",0
"Aw Naw","Chris Young",1
"Awake","Devin Townsend Project",0
"Awake","Godsmack",0
"Awake","Secondhand Serenade",0
"Awake","Snoop Dogg",0
"Awake and Alive","Skillet",0
"Awake My Soul","Hillsong Worship",0
"Awake Too Long","Rise Against",0
"Awaken","Natalie Grant",0
"Awakening","Switchfoot",0
"Away From Here","Enemy",0
"Away From Me","Evanescence",0
"Away From Me","Puddle of Mudd",0
"Away From The Sun","3 Doors Down",1
"Away in Silence","Creed",0
"Awesome","Kanye West",0
"Awful Sound (Oh Eurydice)","Arcade Fire",0
"Awful, Beautiful Life","Darryl Worley",1
"Awkward Game","Gabriella Cilmi",0
"Axis","Pet Shop Boys",0
"Axman","Robbie Robertson",0
"Ay Caramba","Stay Flee Get Lizzy",0
"Ayatollah of Rock 'N' Rolla","Soulfly",0
"Aye Muthaf---a","TLC",0
"Ayeneh","Jooliet",0
"Ayla","The Maccabees",0
"Ayo","Chris Brown & Tyga",0
"Ayo Technology","50 Cent",1
"AYO!","Andy Mineo",0
"Ayy Ladies","Travis Porter",1
"Azaria","Black Assassins",0
"Azonto","Fuse ODG",0
"Azukita","Steve Aoki",0
"B A Nobody","SOAK",0
"B-Day Song","Madonna",0
"B.E.D.","Jacquees",1
"B.I.G.","X Ambassadors",0
"B.I.T.C.H","Megan Thee Stallion",0
"B.M.F. (Blowin' Money Fast)","Rick Ross",1
"B.S.","Jhené Aiko",0
"B.Y.O.B.","System Of A Down",1
"B********","Rammstein",0
"Ba55","Switchfoot",0
"Baba Hanuman","Krishna Das",0
"Babe","Emeli Sandé",0
"Babe","Sugarland",1
"Babel","Massive Attack",0
"Babel","Mumford & Sons",0
"Babies","David Nail",0
"Babies Makin' Babies","Miranda Lambert",0
"Babies With Guns","Aesop Rock",0
"Babushka Boi","A$AP Rocky",0
"Baby","Angie Stone",0
"Baby","Clean Bandit",0
"Baby","Devendra Banhart",0
"Baby","Ghostface Killah",0
"Baby","Justin Bieber",0
"Baby","Lil Baby and DaBaby",0
"Baby","LL Cool J",0
"Baby Be My Love Song","Easton Corbin",1
"Baby Be Simple","Feist",0
"Baby Blue","Action Bronson",0
"Baby Blue","Dave Matthews Band",0
"Baby Blue","King Krule",0
"Baby Blue Eyes","Josh Kelley",0
"Baby Boomer","Monsters of Folk",0
"Baby Boy","Beyoncé",0
"Baby Boy","Childish Gambino",0
"Baby By Me","50 Cent",1
"Baby Cakes","3 of a Kind",0
"Baby Can't Drive","Slash",0
"Baby Come Back To Bed","Rumer",0
"Baby Come Home","Bush",0
"Baby Come Home","Scissor Sisters",0
"Baby Come On With It","Natalie Stovall and the Drive",0
"Baby Doll","The Fratellis",0
"Baby Don't Cry","Jamey Johnson",0
"Baby Don't Lie","Gwen Stefani",1
"Baby Elian","Manic Street Preachers",0
"Baby Father","Sade",0
"Baby Girl","Sugarland",1
"Baby Got Gone","Kenny Wayne Shepherd",0
"Baby Hold On","The Chicks",0
"Baby I","Ariana Grande",0
"Baby I Like It","Kevin Cossom",0
"Baby I'm Right","Darius Rucker",0
"Baby It's Christmas","Amy Grant",0
"Baby It's You","London Grammar",0
"Baby Just Break","King Tuff",0
"Baby Love","Petite Meller",0
"Baby Pluto","Lil Uzi Vert",1
"Baby Ride Easy Out","Johnny Cash",0
"Baby Shark","Pinkfong",1
"Baby, I'm A Queen","Sofi Tukker",0
"Baby, I'm Jealous","Bebe Rexha",0
"Baby, It's Fact","Hellogoodbye",0
"Baby, Let's Lay Down and Dance","Garth Brooks",0
"Baby, the Rain Must Fall","BlackHawk",0
"Baby, You Wouldnt Last A Minute On The Creek","Chiodos",0
"Baby's Breath","Bill Callahan",0
"Baby's Got a Temper","The Prodigy",0
"Babydoll","Kay Hanley",0
"Babylon","Lady Gaga",0
"Babylon","Scars on Broadway",0
"Babylon's Burning","W.A.S.P.",0
"Bacative","Tricky",0
"Bacchanalia","Down",0
"Back","Colt Ford",0
"Back 2 Life","Sean Kingston",0
"Back Again","You Me at Six",0
"Back Against The Wall","Cage the Elephant",0
"Back and Forth","MK",0
"Back Around","Olly Murs",0
"Back At It","Zayde Wolf",0
"Back Down South","Kings of Leon",0
"Back for More","Justine Skye",0
"Back For You","One Direction",0
"Back From Cali","Slash",0
"Back from Kathmandu","OK Go",0
"Back from the Dead","Skillet",0
"Back From The Dead","Halestorm",0
"Back From The Edge","James Arthur",0
"Back Home","A$AP Rocky",0
"Back Home","Andy Grammer",0
"Back Home","Owl City",0
"Back Home","Trey Songz",0
"Back In Blood","Pooh Shiesty",1
"Back In My Body","Maggie Rogers",0
"Back In Style","Joss Stone",0
"Back In The 90's (BoJack Theme Song)","Grouplove",0
"Back In The Box","Johnny Marr",0
"Back In The Day","Howie D",0
"Back In The Day","Megadeth",0
"Back In The Mud","Bubba Sparxxx",0
"Back in the Tall Grass","Future Islands",0
"Back in Time","Pitbull",0
"Back in Vietnam","Lenny Kravitz",0
"Back It Up","Prince Royce",0
"Back Of My Hand","Ron Sexsmith",0
"Back Of My Lac","J. Holiday",0
"Back of the Van","Ladyhawke",0
"Back On the Ground","Scotty McCreery",0
"Back Porch Bottle Service","AJ McLean",0
"Back Round","Wolfmother",0
"Back That Thing Up","Justin Moore",0
"Back to Back","Drake",0
"Back To Basics","Fredo",0
"Back to Black","Amy Winehouse",0
"Back To December","Taylor Swift",1
"Back to Earth","Steve Aoki",0
"Back to God","Randy Houser",0
"Back to Life","Alicia Keys",0
"Back to Life","LeToya",0
"Back to Life","Rascal Flatts",0
"Back to Love","Estelle",0
"Back To Love","Anthony Hamilton",0
"Back To Love","Bobby V",0
"Back To Love","DJ Pauly D",0
"Back To Manhattan","Norah Jones",0
"Back to Me","Of Mice & Men",0
"Back To Me","3 Doors Down",0
"Back To Me","Marian Hill",0
"Back To Me Without You","The Band Perry",0
"Back to School (Mini-Maggit)","Deftones",0
"Back to Scratch","Charlotte Church",0
"Back to Sleep","Chris Brown",0
"Back to Tennessee","Billy Ray Cyrus",0
"Back to the Beginning Again","Switchfoot",0
"Back To The Bolthole","The Cribs",0
"Back To The Crib","Juelz Santana",0
"Back to the Future (Part I)","D'Angelo",0
"Back to the Otherside","Kid Rock",0
"Back to the River","Susan Tedeschi",0
"Back To The River","The Pretty Reckless",0
"Back to the Shack","Weezer",0
"Back To The Start (God's Great Dance Floor)","Martin Smith",0
"Back To The Streets","Saweetie",1
"Back To Us","Rascal Flatts",0
"Back to Where I Belong","Sum 41",0
"Back to You","Louis Tomlinson",0
"Back to You","Selena Gomez",0
"Back To You","Alex & Sierra",0
"Back Together","Jesse McCartney",0
"Back Together","Robin Thicke",0
"Back Up","Dej Loaf",0
"Back When","Nas",0
"Back When","Tim McGraw",1
"Back When I Knew It All","Montgomery Gentry",1
"Back When We Were Beautiful","Emmylou Harris & Rodney Crowell",0
"Backdrifts","Radiohead",0
"Backin' It Up","Pardison Fontaine",1
"Backroad Song","Granger Smith",1
"Backroads","Lonely The Brave",0
"Backseat","New Boyz",1
"Backseat Freestyle","Kendrick Lamar",0
"Backseat Serenade","All Time Low",0
"Backstabber","Kesha",0
"Backtrack","Rebecca Ferguson",0
"Backup Plan","Plested",0
"Backwards Down the Number Line","Phish",0
"Backwaters","Drenge",0
"Backwoods","Justin Moore",1
"Backwoods Barbie","Dolly Parton",0
"Backyard Skulls","Frightened Rabbit",0
"Bacon","Nick Jonas",0
"Bad","David Guetta",0
"Bad","Steel Banglez",0
"Bad","Stroamata",0
"Bad","Wale",1
"Bad","XXXTENTACION",0
"Bad and Boujee","Migos",0
"Bad Angel","Dierks Bentley",0
"Bad Apple","Tribes",0
"Bad As Me","Tom Waits",0
"Bad As The Boys","Tove Lo",0
"Bad Ass And Blind","Raul Midon",0
"Bad At Love","Halsey",1
"Bad Bad Bad","Young Thug",1
"Bad Behaviour","Dizzee Rascal",0
"Bad Behaviour","Mabel",0
"Bad Blood","Bastille",0
"Bad Blood","Nao",0
"Bad Blood","Taylor Swift",1
"Bad Body Double","Imogen Heap",0
"Bad Boy","Brantley Gilbert",0
"Bad Boy","Carissa Leigh",0
"Bad Boy","Juice WRLD",1
"Bad Boy","Miranda Lambert",0
"Bad Boy","Speech Debelle",0
"Bad Boys","Alexandra Burke",0
"Bad Boys","Stormzy",0
"Bad Child","Tones and I",0
"Bad Cover Version","Pulp",0
"Bad Dance","Sleater-Kinney",0
"Bad Day","Asher Roth",0
"Bad Day","Daniel Powter",0
"Bad Day","Darwin Deez",0
"Bad Day","Fuel",1
"Bad Day","Justin Bieber",0
"Bad Day","R.E.M.",0
"Bad Day of Fishin'","Billy Currington",0
"Bad Decisions","Bastille",0
"Bad Decisions","Two Door Cinema Club",0
"Bad Dreams","Pete Yorn and Scarlett Johansson",0
"Bad Energy","Juice WRLD",1
"Bad Excuse For Daylight","Therapy?",0
"Bad For You","Meek Mill",0
"Bad Friday","Umphrey's McGee",0
"Bad Friend","Rina Sawayama",0
"Bad Girl","Avril Lavigne",0
"Bad Girl Phase","Sunny Sweeney",0
"Bad Girlfriend","Anne-Marie",0
"Bad Girlfriend","Theory Of A Deadman",1
"Bad Girls","M.I.A.",0
"Bad Girls World","Halestorm",0
"Bad Guy","Billie Eilish",1
"Bad Guy","Eminem",0
"Bad Guy","Islander",0
"Bad Habit","Foals",0
"Bad Habit","The Dresden Dolls",0
"Bad Habits","Ed Sheeran",0
"Bad Habits","Maxwell",0
"Bad Habits","The Last Shadow Puppets",0
"Bad Habits","Usher",0
"Bad Husband","Eminem",0
"Bad Idea","Ariana Grande",1
"Bad Idea","Cordae",0
"Bad Influence","Pink",0
"Bad Kids","Lady Gaga",0
"Bad Liar","Imagine Dragons",0
"Bad Liar","Selena Gomez",1
"Bad Luck","Neko Case",0
"Bad Luck Messin' With Me","Brother Yusef",0
"Bad Man's World","Jenny Lewis",0
"Bad Mistakes","Hollis Brown",0
"Bad Mood","The Vaccines",0
"Bad Mother Trucker","Eric Church",0
"Bad News","Kanye West",0
"Bad News","Kehlani",0
"Bad News","Owen",0
"Bad Rain","Slash",0
"Bad Religion","Frank Ocean",0
"Bad Religion","Godsmack",0
"Bad Reputation","justplainfred",0
"Bad Romance","Lady Gaga",1
"Bad Sharon","Robbie Williams",0
"Bad Side Of 25","Patrick Stump",0
"Bad Thing","Kiesza",0
"Bad Things","Machine Gun Kelly",1
"Bad Things","Milky Chance",0
"Bad Things","Wednesday 13",0
"Bad Timing","Bombay Bicycle Club",0
"Bad To You","Ariana Grande",0
"Bad Together","Dua Lipa",0
"Bad Vibe","M.O",0
"Bad Vibes","K.Flay",0
"Bad Vibrations","A Day to Remember",0
"Bad, Bad Dream","The Johnstones",0
"Badass","Saliva",0
"Badbea","Edwyn Collins",0
"Badd","Ying Yang Twins",1
"Baddest Chick","Alesha Dixon",0
"Badibaba","Goat Girl",0
"Badman Riddim (Jump)","Vato Gonzalez",0
"Bag It Up","Geri Halliwell",0
"Bag It Up","Oasis",0
"Bag Lady","Manic Street Preachers",0
"Bag of Money","Wale and Meek Mill",0
"Bagboy","Pixies",0
"Baggage","Drive-By Truckers",0
"Baggage Claim","Miranda Lambert",1
"Bagman","Stone Temple Pilots",0
"Bagpipes From Baghdad","Eminem",0
"Bail Me Out","All Time Low",0
"Baila Conmigo","Selena Gomez",0
"Bailando","Enrique Iglesias",1
"Bait a Hook","Justin Moore",0
"Bait and Switch","The Shins",0
"Bake Sale","Wiz Khalifa",0
"Balada","Gusttavo Lima",0
"Balance Beam","Blue October",0
"Balancing The Dark","Rolo Tomassi",0
"Bald","The Darkness",0
"Baldin de Gelo","Claudia Leitte",0
"Baligaga","Tricky",0
"Ball","T.I.",1
"Ball And Biscuit","The White Stripes",0
"Ball for Me","Post Malone",0
"Ballad Of Mat Som","Azmyl Yunor",0
"Ballad of Sugarcane Jane","Sugarcane Jane",0
"Ballad Of The Beaconsfield Miners","Foo Fighters",0
"Ballad of the Boy in the Red Shoes","Elton John",0
"Ballad Of The Mighty I","Noel Gallagher's High Flying Birds",0
"Ballin'","Mustard",0
"Balloons","Foals",0
"Ballroom Figured","Beady Eye",0
"Balmain Jeans","Kid Cudi",0
"Baltimore","Prince",0
"Bam","Jay-Z",0
"Bamboula","Ringo Starr",0
"Banana Pancakes","Jack Johnson",0
"Band Played On","Joe Walsh",0
"Bandages","Hot Hot Heat",0
"Bandit","Juice WRLD",1
"Bandito","Twenty One Pilots",0
"Bandz A Make Her Dance","Juicy J",1
"Bang Bang","Green Day",0
"Bang Bang","Jessie J",0
"Bang Bang","K'NAAN",0
"Bang Bang","The Avett Brothers",0
"Bang Bang","will.i.am",0
"Bang Bang Bang","Mark Ronson and the Business Intl",0
"Bang Bang Bang","Selena Gomez & The Scene",0
"Bang Bang Pow Pow","T-Pain",1
"Bang Bang You're Dead","Dirty Pretty Things",0
"Bang My Head","David Guetta",1
"Bang That","Disclosure",0
"Bang The Drum Slowly","Emmylou Harris",0
"Bang!","AJR",1
"Bang!","Yeah Yeah Yeahs",0
"Banga","Patti Smith",0
"Banga Banga","Austin Mahone",0
"Bangarang","Skrillex",0
"Banjo","Leonard Cohen",0
"Banjo","Rascal Flatts",1
"Bank Account","21 Savage",1
"Bank Holiday Monday","Stereophonics",0
"Bank Robber Man","Lenny Kravitz",0
"Bankrupt!","Phoenix",0
"Banks","Needtobreathe",0
"Banksters","EOB",0
"Banlieue","Maxïmo Park",0
"Baobabs","Regina Spektor",0
"Baptism by Fire","AC/DC",0
"Baptized","DAUGHTRY",0
"Baptized in Fire","Kid Cudi",0
"Bar at the End of the World","Kenny Chesney",0
"Bar-ba-sol","David Cook",0
"Barbara","Rufus Wainwright",0
"Barbarian","The Darkness",0
"Barbie Doll","Jack Ingram",0
"Barbie Dreams","Nicki Minaj",1
"Barbie Tingz","Nicki Minaj",1
"Barbra Streisand","Duck Sauce",0
"Barcelona","Ed Sheeran",0
"Barcelona","Twin Atlantic",0
"Bare","Beverley Knight",0
"Bare Bones","Madeleine Peyroux",0
"Barefoot and Buckwild","Lauren Alaina",0
"Barefoot and Crazy","Jack Ingram",0
"Barefoot Blue Jean Night","Jake Owen",1
"Barefoot In The Park","James Blake",0
"Barely Breathing","The Hold Steady",0
"Barely in Love","Q-Tip",0
"Barely Legal","The Strokes",0
"Barking","Ramz",0
"Barmaid's Blues","The Honeycutters",0
"Barnacled Warship","Johnny Flynn",0
"Barricade","Interpol",0
"Barriers","Suede",0
"Barrowland Ballroom","Amy MacDonald",0
"Barrowland Star","Simple Minds",0
"Barstool Warrior","Dream Theater",0
