title,artist,date,hit,track_id,release_date,spotify.name,spotify.artists
365,Zedd & Katy Perry,2019-03-02,1,2XWjPtKdi5sucFYtVav07d,2019-02-14,365,"['Zedd', 'Katy Perry']"
Worth It,YK Osiris,2019-03-02,1,0PQoUlzP7ILdcrzpajHXc0,2019-10-11,Worth It,['YK Osiris']
Shot Clock,Ella Mai,2019-03-02,1,2GlATHCDbLW7xq5BE0Bz5g,2018-10-12,Shot Clock,['Ella Mai']
There Was This Girl,Riley Green,2019-03-02,1,7grWGhX8SHNmyGOkMNVMCt,2019-09-20,There Was This Girl,['Riley Green']
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019-03-02,1,4N2CeC67cwYhrVJgSvGz1U,2021-10-15,Con Calma,"['Daddy Yankee', 'Snow']"
Let Me Down Slowly,Alec Benjamin + Alessia Cara,2019-03-02,1,1roCmBlcpV7LzsmB7pmCyt,2019-01-07,Let Me Down Slowly (feat. Alessia Cara),"['Alec Benjamin', 'Alessia Cara']"
Make Up,Ariana Grande,2019-03-02,1,27356GVuMPFWiJSZCragoM,2019-02-08,make up,['Ariana Grande']
One That Got Away,Michael Ray,2019-03-02,1,2TLDilmv1UmRTfyb7f2Hrx,2018-06-01,One That Got Away,['Michael Ray']
Sucker,Jonas Brothers,2019-04-06,1,22vgEDb5hykfaTwLuskFGD,2019-06-07,Sucker,['Jonas Brothers']
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-04-06,1,2YpeDb67231RjR0MgVLzsG,2019-06-21,Old Town Road - Remix,"['Lil Nas X', 'Billy Ray Cyrus']"
Act Up,City Girls,2019-04-06,1,3A2yGHWIzmGEIolwonU69h,2018-11-16,Act Up,['City Girls']
Here With Me,Marshmello Featuring CHVRCHES,2019-04-06,1,5icOoE6VgqFKohjWWNp0Ac,2019-03-08,Here With Me,"['Marshmello', 'CHVRCHES']"
Bad Liar,Imagine Dragons,2019-04-06,1,0MrzYcp1yhxrAQ8qeXkdGy,2021-10-18,Bad Liar,['Imagine Dragons']
Girls Need Love,Summer Walker X Drake,2019-04-06,1,14SaZBTjxlorHJQxXh01Hu,2018-10-19,Girls Need Love (with Drake) - Remix,"['Summer Walker', 'Drake']"
Good As You,Kane Brown,2019-04-06,1,19kUPdKTp85q9RZNwaXM15,2019-11-01,Good as You,['Kane Brown']
Undrunk,FLETCHER,2019-04-06,1,1Pj5oOFzLYELyyeh1IYRK0,2019-08-16,Undrunk,['FLETCHER']
Walk Me Home,P!nk,2019-04-06,1,7DHApOHsIFo7EyfieArYGE,2019-02-20,Walk Me Home,['P!nk']
Whiskey Glasses,Morgan Wallen,2019-04-06,1,6foY66mWZN0pSRjZ408c00,2018-04-27,Whiskey Glasses,['Morgan Wallen']
Look What God Gave Her,Thomas Rhett,2019-04-06,1,2KqJC0koTBUyDlsMt5ok1V,2019-05-31,Look What God Gave Her,['Thomas Rhett']
Price On My Head,NAV Featuring The Weeknd,2019-04-06,1,4hqOmrCCJKyiuwDexd8c2t,2019-03-26,Price On My Head (feat. The Weeknd),"['NAV', 'The Weeknd']"
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019-04-06,1,2v5JTeM6hSmi5wWy7jiwrI,2019-01-31,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),"['Lil Peep', 'ILOVEMAKONNEN', 'Fall Out Boy']"
Confessions Of A Dangerous Mind,Logic,2019-04-06,1,6yIGZp1AaFBoDczu3b4hVU,2019-05-10,Confessions of a Dangerous Mind,['Logic']
Splashin,Rich The Kid,2019-04-06,1,3KLo7ByvjCNyBrfz5DZ2mO,2019-03-22,Splashin,['Rich The Kid']
Night Shift,Jon Pardi,2019-04-06,1,0bPnT6i9H1p8Vd85GS6Z7I,2016-05-13,Night Shift,['Jon Pardi']
I,Lil Skies,2019-04-06,1,4ZT9FnbFu1PaBfV3itxiqT,2019-03-01,I,['Lil Skies']
Rumor,Lee Brice,2019-04-06,1,56eGOeSsqdg3FLxdo83TwV,2017-11-03,Rumor,['Lee Brice']
Wish You Were Gay,Billie Eilish,2019-04-06,1,3Fj47GNK2kUF0uaEDgXLaD,2019-03-29,wish you were gay,['Billie Eilish']
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",2019-04-06,1,1WSGTYKLEpKfNQYYW5Oymt,2019-02-28,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","['benny blanco', 'Selena Gomez', 'J Balvin', 'Tainy']"
Hear Me Calling,Juice WRLD,2019-04-06,1,13ZyrkCDmRz5xY3seuAWYk,2019-03-08,Hear Me Calling,['Juice WRLD']
Faucet Failure,Ski Mask The Slump God,2019-04-06,1,1ThmUihH9dF8EV08ku5AXN,2018-11-30,Faucet Failure,['Ski Mask The Slump God']
Tap,NAV Featuring Meek Mill,2019-04-06,1,5rU6kDNXZLXIinFezpbWbO,2019-03-26,Tap (feat. Meek Mill),"['NAV', 'Meek Mill']"
Calma,Pedro Capo X Farruko,2019-04-06,1,5iwz1NiezX7WWjnCgY5TH4,,,
Pop Out,Polo G Featuring Lil Tjay,2019-04-06,1,6uFn47ACjqYkc0jADwEdj1,2019-06-07,Pop Out (feat. Lil Tjay),"['Polo G', 'Lil Tjay']"
Don't Call Me Up,Mabel,2019-04-06,1,5WHTFyqSii0lmT9R21abT8,2019-01-18,Don't Call Me Up,['Mabel']
Last Hurrah,Bebe Rexha,2019-04-06,1,0i0wnv9UoFdZ5MfuFGQzMy,2019-02-15,Last Hurrah,['Bebe Rexha']
Empty,Juice WRLD,2019-04-06,1,41MCdlvXOl62B7Kv86Bb1v,2019-03-08,Empty,['Juice WRLD']
Bad Guy,Billie Eilish,2019-05-04,1,2Fxmhks0bxGSBdJ92vM42m,2019-03-29,bad guy,['Billie Eilish']
Earth,Lil Dicky,2019-05-04,1,2S1LebN6AXXQqJolBxlWgO,2019-04-18,Earth,['Lil Dicky']
Sanguine Paradise,Lil Uzi Vert,2019-05-04,1,3XiNC94b4Tq1xwv70sQJGN,2019-04-09,Sanguine Paradise,['Lil Uzi Vert']
Clout,Offset Featuring Cardi B,2019-05-04,1,59ywHNwwchG4nZJMLyxSzd,2019-02-22,Clout (feat. Cardi B),"['Offset', 'Cardi B']"
Boy With Luv,BTS Featuring Halsey,2019-05-04,1,5KawlOMHjWeUjQtnuRs22c,2019-04-12,Boy With Luv (feat. Halsey),"['BTS', 'Halsey']"
God's Country,Blake Shelton,2019-05-04,1,1dyxS3YzBbL0t8rEVwVQ1K,2019-03-29,God's Country,['Blake Shelton']
Suge,DaBaby,2019-05-04,1,2gwkD6igEhQbDQegRCcdoB,2019-03-01,Suge,['DaBaby']
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,2019-05-04,1,6ya8ejoKgw906Y8LWclqrp,2019-02-15,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),"['Nipsey Hussle', 'Roddy Ricch', 'Hit-Boy']"
Love Ain't,Eli Young Band,2019-05-04,1,6uVzeU47Qzg0rrMneP5BNg,2019-03-29,Love Ain’t - Commentary,['Eli Young Band']
Cool,Jonas Brothers,2019-05-04,1,7yfi8B8opXjnRh4VZnOkz9,2019-06-07,Cool,['Jonas Brothers']
Before I Let Go,Beyonce,2019-05-04,1,7LikBkHerFGZ58QHVOKp1t,,,
Big Ole Freak,Megan Thee Stallion,2019-05-04,1,3YEbLhXRDPTtctnb3ddg8g,2018-12-21,Big Ole Freak,['Megan Thee Stallion']
"Hey Look Ma, I Made It",Panic! At The Disco,2019-05-04,1,22oEJW6r2rMb9z4IntfyEa,2018-06-22,"Hey Look Ma, I Made It",['Panic! At The Disco']
I'm So Tired...,Lauv & Troye Sivan,2019-05-04,1,4vjpLMyL3ZO6aphdYr8XYw,2020-03-06,i'm so tired...,"['Lauv', 'Troye Sivan']"
That's A Rack,Lil Uzi Vert,2019-05-04,1,4pCEIQ6wBVuaJdER5bALtO,2019-04-09,That's a Rack,['Lil Uzi Vert']
Kill This Love,BLACKPINK,2019-05-04,1,6hvczQ05jc1yGlp9zhb95V,2019-04-05,Kill This Love,['BLACKPINK']
SOS,Avicii Featuring Aloe Blacc,2019-05-04,1,2x0RZdkZcD8QRI53XT4GI5,2019-06-06,SOS (feat. Aloe Blacc),"['Avicii', 'Aloe Blacc']"
Slide,French Montana Featuring Blueface & Lil Tjay,2019-05-04,1,40Zb4FZ6nS1Hj8RVfaLkCV,2019-04-16,Slide (feat. Blueface & Lil Tjay),"['French Montana', 'Blueface', 'Lil Tjay']"
Love Someone,Brett Eldredge,2019-05-04,1,43CFDpciGFDm226POTLEXU,2017-08-04,Love Someone,['Brett Eldredge']
My Strange Addiction,Billie Eilish,2019-05-04,1,3Tc57t9l2O8FwQZtQOvPXK,2019-03-29,my strange addiction,['Billie Eilish']
Shotta Flow,NLE Choppa,2019-05-04,1,5BJMeoCXXgbRAWfp6fTulr,2019-12-23,Shotta Flow (feat. Blueface) [Remix],"['NLE Choppa', 'Blueface']"
Xanny,Billie Eilish,2019-05-04,1,4QIo4oxwzzafcBWkKjDpXY,2019-03-29,xanny,['Billie Eilish']
ME!,Taylor Swift Featuring Brendon Urie,2019-05-04,1,2Rk4JlNc2TPmZe2af99d45,2021-10-20,You Belong With Me (Taylor’s Version),['Taylor Swift']
I Don't Care,Ed Sheeran & Justin Bieber,2019-06-01,1,3HVWdVOQ0ZA45FuZGSfvns,2019-05-10,I Don't Care (with Justin Bieber),"['Ed Sheeran', 'Justin Bieber']"
EARFQUAKE,"Tyler, The Creator",2019-06-01,1,5hVghJ4KaYES3BFUATCYn0,2019-05-17,EARFQUAKE,"['Tyler, The Creator']"
Nightmare,Halsey,2019-06-01,1,340UVheS8z3ncW9TTUhAbc,2019-05-17,Nightmare,['Halsey']
If I Can't Have You,Shawn Mendes,2019-06-01,1,6LsAAHotRLMOHfCsSfYCsz,2019-05-03,If I Can't Have You,['Shawn Mendes']
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,2019-06-01,1,1Hd2XLitkt1PYCWSbfF5qV,2019-05-17,Wish Wish (feat. Cardi B & 21 Savage),"['DJ Khaled', 'Cardi B', '21 Savage']"
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,2019-06-01,1,6O10oTtZIZ4DkkUqyfCbrR,2019-05-17,Higher (feat. Nipsey Hussle & John Legend),"['DJ Khaled', 'Nipsey Hussle', 'John Legend']"
Truth Hurts,Lizzo,2019-06-01,1,3HWzoMvoF3TQfYg4UPszDq,2019-04-19,Truth Hurts,['Lizzo']
Beer Never Broke My Heart,Luke Combs,2019-06-01,1,7aEtlGHoiPAfRB084NiDmx,2019-11-08,Beer Never Broke My Heart,['Luke Combs']
Just Us,DJ Khaled Featuring SZA,2019-06-01,1,0BnTBAGmr9FtYwkZrwKhwS,2019-05-17,Just Us (feat. SZA),"['DJ Khaled', 'SZA']"
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",2019-06-01,1,4U6ubKsTd8RBDP5tPPhh7I,2019-05-17,"You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)","['DJ Khaled', 'Meek Mill', 'J Balvin', 'Lil Baby', 'Jeremih']"
I Think,"Tyler, The Creator",2019-06-01,1,4f8Mh5wuWHOsfXtzjrJB3t,2019-05-17,I THINK,"['Tyler, The Creator']"
Celebrate,DJ Khaled Featuring Travis Scott & Post Malone,2019-06-01,1,0b6UoVjUzFyZNpHI0aAhKt,2019-05-17,Celebrate (feat. Travis Scott & Post Malone),"['DJ Khaled', 'Travis Scott', 'Post Malone']"
Homicide,Logic Featuring Eminem,2019-06-01,1,7M2tXmeS15NAzEn7ABFeBg,2019-05-10,Homicide (feat. Eminem),"['Logic', 'Eminem']"
Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",2019-06-01,1,6Dq8FZrvx9S28iyaKSwn9x,2019-05-17,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)","['DJ Khaled', 'Chris Brown', 'Lil Wayne', 'Big Sean']"
Running Out Of Time,"Tyler, The Creator",2019-06-01,1,5QvBXUm5MglLJ3iBfTX2Wo,2019-05-17,RUNNING OUT OF TIME,"['Tyler, The Creator']"
Igor's Theme,"Tyler, The Creator",2019-06-01,1,51RN0kzWd7xeR4th5HsEtW,2019-05-17,IGOR'S THEME,"['Tyler, The Creator']"
New Magic Wand,"Tyler, The Creator",2019-06-01,1,0fv2KH6hac06J86hBUTcSf,2019-05-17,NEW MAGIC WAND,"['Tyler, The Creator']"
A Boy Is A Gun,"Tyler, The Creator",2019-06-01,1,1nXZnTALNXiPlvXotqHm66,2019-05-17,A BOY IS A GUN*,"['Tyler, The Creator']"
Soltera,"Lunay, Daddy Yankee & Bad Bunny",2019-06-01,1,1c0hsvHLELX6y8qymnpLKL,2019-05-10,Soltera - Remix,"['Lunay', 'Daddy Yankee', 'Bad Bunny']"
Someone You Loved,Lewis Capaldi,2019-06-01,1,7qEHsqek33rTcFNT9PFqLf,2019-05-17,Someone You Loved,['Lewis Capaldi']
Knockin' Boots,Luke Bryan,2019-06-01,1,6ERR6e7h6wCqGoz1TjiUJb,2019-03-29,Knockin' Boots,['Luke Bryan']
What's Good,"Tyler, The Creator",2019-06-01,1,6bOkaEXc5CopinGazSLokx,2019-05-17,WHAT'S GOOD,"['Tyler, The Creator']"
What If I Never Get Over You,Lady Antebellum,2019-06-01,1,0qkdE1C0ufnUISKwhg8Wh6,2019-11-15,What If I Never Get Over You,['Lady A']
Puppet,"Tyler, The Creator",2019-06-01,1,0wEC0GNF74lAqrEFZJMl1m,2019-05-17,PUPPET,"['Tyler, The Creator']"
Weather The Storm,DJ Khaled Featuring Meek Mill & Lil Baby,2019-06-01,1,6xVhqLT40s5sVhepe9Mckc,2019-05-17,Weather the Storm (feat. Meek Mill & Lil Baby),"['DJ Khaled', 'Meek Mill', 'Lil Baby']"
Go Loko,"YG, Tyga & Jon Z",2019-06-01,1,1kK6DwzyXJSp58u5HYWwuD,2019-05-24,"Go Loko (feat. Tyga, Jon Z)","['YG', 'Tyga', 'Jon Z']"
All To Myself,Dan + Shay,2019-06-01,1,08tq1XcHwVt5PHXUo87i0D,2018-06-22,All To Myself,['Dan + Shay']
Triggered,Jhene Aiko,2019-06-01,1,31mYQ7yMSOGmHS9g1BqVu5,,,
24/7,Meek Mill Featuring Ella Mai,2019-06-01,1,6irE4Fbjbry3czv7mTxVSB,2018-11-30,24/7 (feat. Ella Mai),"['Meek Mill', 'Ella Mai']"
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,2019-06-01,1,7mWFF4gPADjTQjC97CgFVt,,,
Te Robare,Nicky Jam X Ozuna,2019-06-01,1,6v0lAdFF4haL8xjBIUjtOw,2019-11-01,Te Robaré,"['Nicky Jam', 'Ozuna']"
Senorita,Shawn Mendes & Camila Cabello,2019-07-06,1,0TK2YIli7K1leLovkQiNik,2019-06-21,Señorita,"['Shawn Mendes', 'Camila Cabello']"
Money In The Grave,Drake Featuring Rick Ross,2019-07-06,1,5ry2OE6R2zPQFDO85XkgRb,2019-06-15,Money In The Grave (Drake ft. Rick Ross),"['Drake', 'Rick Ross']"
No Guidance,Chris Brown Featuring Drake,2019-07-06,1,6XHVuErjQ4XNm6nDPVCxVX,2019-06-28,No Guidance (feat. Drake),"['Chris Brown', 'Drake']"
You Need To Calm Down,Taylor Swift,2019-07-06,1,6RRNNciQGZEXnqk8SQ9yv5,2019-08-23,You Need To Calm Down,['Taylor Swift']
Panini,Lil Nas X,2019-07-06,1,1000nHvUdawXuUHgBod4Wv,2019-09-13,Panini,['Lil Nas X']
MEGATRON,Nicki Minaj,2019-07-06,1,1ZDmxwg7Lywlx68b7SsJjj,2019-06-21,MEGATRON,['Nicki Minaj']
Rodeo,Lil Nas X & Cardi B Or Nas,2019-07-06,1,4ak7xjvBeBOcJGWFDX9w5n,2019-06-21,Rodeo,"['Lil Nas X', 'Cardi B']"
Never Really Over,Katy Perry,2019-07-06,1,5PYQUBXc7NYeI1obMKSJK0,2019-05-31,Never Really Over,['Katy Perry']
The Git Up,Blanco Brown,2019-07-06,1,2KKijf6Ett4kmVNJze2roh,2019-10-10,The Git Up,['Blanco Brown']
The London,"Young Thug, J. Cole & Travis Scott",2019-07-06,1,7DcvwMAiqKJQD1rrdfxSDx,2019-05-23,The London (feat. J. Cole & Travis Scott),"['Young Thug', 'J. Cole', 'Travis Scott']"
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,2019-07-06,1,543bCW2ruMPmxUBWirQ3MR,2019-05-24,Cross Me (feat. Chance the Rapper & PnB Rock),"['Ed Sheeran', 'Chance the Rapper', 'PnB Rock']"
Press,Cardi B,2019-07-06,1,6dPyzkyZwoj9LqjQXOFdVv,2019-05-31,Press,['Cardi B']
Ran$om,Lil Tecca,2019-07-06,1,1lOe9qE0vR9zwWQAOk6CoO,,,
One Thing Right,Marshmello & Kane Brown,2019-07-06,1,4hPpVbbakQNv8YTHYaOJP4,2019-06-21,One Thing Right,"['Marshmello', 'Kane Brown']"
Easier,5 Seconds Of Summer,2019-07-06,1,2bjUEg4jBtKBlPdNrTAppI,2020-03-27,Easier,['5 Seconds of Summer']
Some Of It,Eric Church,2019-07-06,1,3d1qN7AHge6BXuVPutcpI5,2018-10-05,Some Of It,['Eric Church']
Callaita,Bad Bunny & Tainy,2019-07-06,1,2TH65lNHgvLxCKXM3apjxI,2019-05-31,Callaita,"['Bad Bunny', 'Tainy']"
It's You,Ali Gatie,2019-07-06,1,5DqdesEfbRyOlSS3Tf6c29,2019-11-08,It's You,['Ali Gatie']
Rearview Town,Jason Aldean,2019-07-06,1,5WA2SHuL5eesmPnYflNzlT,2018-04-13,Rearview Town,['Jason Aldean']
Out The Mud,Lil Baby Featuring Future,2019-07-06,1,2wZjsbwmWfNVslgV5afl1L,2019-06-21,Out The Mud,"['Lil Baby', 'Future']"
Call You Mine,The Chainsmokers & Bebe Rexha,2019-07-06,1,2oejEp50ZzPuQTQ6v54Evp,2019-12-06,Call You Mine,"['The Chainsmokers', 'Bebe Rexha']"
Trampoline,SHAED,2019-07-06,1,0lsRatBUs9HNIZAmoGABzk,2018-09-21,Trampoline,['SHAED']
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",2019-07-06,1,4m8J8neN8ol8iiqi5m1LA3,2019-07-19,Bacc At It Again,"['Yella Beezy', 'Quavo', 'Gucci Mane']"
Raised On Country,Chris Young,2019-07-06,1,6voi5xnLs9JKmWG2oLmgDU,2019-01-04,Raised on Country,['Chris Young']
Wake Up,Travis Scott,2019-07-06,1,20MuVazoNMv6xjKPnRFOxG,2018-08-03,WAKE UP,['Travis Scott']
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",2019-07-06,1,4bTZeO72FwMa6wKOiqoynL,2019-07-26,Otro Trago - Remix,"['Sech', 'Ozuna', 'Anuel AA', 'Darell', 'Nicky Jam']"
La La Land,Bryce Vine Featuring YG,2019-07-06,1,4oM9DGUTrRaXJDypxxHztZ,2019-09-06,La La Land (feat. YG),"['Bryce Vine', 'YG']"
Only Human,Jonas Brothers,2019-07-06,1,0DiDStADDVh3SvAsoJAFMk,2019-06-07,Only Human,['Jonas Brothers']
The Ones That Didn't Make It Back Home,Justin Moore,2019-07-06,1,6Vmb8Ru0BvjWGozOVGApRd,2019-07-26,The Ones That Didn’t Make It Back Home,['Justin Moore']
Cash Shit,Megan Thee Stallion Featuring DaBaby,2019-07-06,1,2rMAtCaTj16NptyVfEIeAC,2019-05-17,Cash Shit (feat. DaBaby),"['Megan Thee Stallion', 'DaBaby']"
Omerta,Drake,2019-07-06,1,3kCwyvhvVTyehIzYN2I0nF,2019-06-15,Omertà,['Drake']
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,2019-07-06,1,7Feaw9WAEREY0DUOSXJLOM,2019-04-25,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),"['Martin Garrix', 'Macklemore', 'Fall Out Boy']"
Goodbyes,Post Malone Featuring Young Thug,2019-08-03,1,0t3ZvGKlmYmVsDzBJAXK8C,2019-09-06,Goodbyes (feat. Young Thug),"['Post Malone', 'Young Thug']"
Beautiful People,Ed Sheeran Featuring Khalid,2019-08-03,1,4evmHXcjt3bTUHD1cvny97,2019-06-28,Beautiful People (feat. Khalid),"['Ed Sheeran', 'Khalid']"
How Do You Sleep?,Sam Smith,2019-08-03,1,6b2RcmUt1g9N9mQ3CbjX2Y,2019-07-19,How Do You Sleep?,['Sam Smith']
My Type,Saweetie,2019-08-03,1,5KBARWIxeMGkvUax9VtVC9,2019-03-29,My Type,['Saweetie']
Baby,Lil Baby & DaBaby,2019-08-03,1,2nKYHpmwjLaEOXS3o7QMiz,,,
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",2019-08-03,1,2ksOAxtIxY8yElEWw8RhgK,2019-07-19,China,"['Anuel AA', 'Daddy Yankee', 'KAROL G', 'J Balvin', 'Ozuna']"
Antisocial,Ed Sheeran & Travis Scott,2019-08-03,1,1DhRbox3xkceP64k3JeYfW,2019-07-12,Antisocial (with Travis Scott),"['Ed Sheeran', 'Travis Scott']"
The Archer,Taylor Swift,2019-08-03,1,3pHkh7d0lzM2AldUtz2x37,2019-08-23,The Archer,['Taylor Swift']
Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",2019-08-03,1,0B3FovCVaGKS5w1FTidEUP,,,
Lalala,Y2K & bbno$,2019-08-03,1,51Fjme0JiitpyXKuyQiCDo,2019-06-28,Lalala,"['Y2K', 'bbno$']"
Hate Me,Ellie Goulding & Juice WRLD,2019-08-03,1,6kls8cSlUyHW2BUOkDJIZE,2019-06-26,Hate Me (with Juice WRLD),"['Ellie Goulding', 'Juice WRLD']"
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",2019-08-03,1,4R8BJggjosTswLxtkw8V7P,2019-05-24,No Me Conoce - Remix,"['Jhay Cortez', 'J Balvin', 'Bad Bunny']"
I Don't Know About You,Chris Lane,2019-08-03,1,3yOs8FffuG6hPbzQG9lIqV,2018-07-13,I Don't Know About You,['Chris Lane']
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",2019-08-03,1,6MF4tRr5lU8qok8IKaFOBE,2019-07-05,Under The Sun (with J. Cole & Lute feat. DaBaby),"['Dreamville', 'J. Cole', 'Lute', 'DaBaby']"
Southbound,Carrie Underwood,2019-08-03,1,7qXPZxXn6Xmv1sjh03skiW,2018-09-14,Southbound,['Carrie Underwood']
Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",2019-08-03,1,7oqftogUN82Q7VNy2TmTJW,2019-07-19,MOOD 4 EVA (feat. Oumou Sangaré),"['Beyoncé', 'JAY-Z', 'Childish Gambino', 'Oumou Sangaré']"
Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",2019-08-03,1,4BjitMsZjdIP09SVgXYGCJ,,,
Ballin',Mustard & Roddy Ricch,2019-08-03,1,3QzAOrNlsabgbMwlZt7TAY,2019-06-28,Ballin' (with Roddy Ricch),"['Mustard', 'Roddy Ricch']"
Que Pretendes,J Balvin & Bad Bunny,2019-08-03,1,25ZAibhr3bdlMCLmubZDVt,2019-06-28,QUE PRETENDES,"['J Balvin', 'Bad Bunny']"
Tip Of My Tongue,Kenny Chesney,2019-08-03,1,40ufL61vEaDaaOitYhnlQ7,2019-07-12,Tip of My Tongue,['Kenny Chesney']
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,2019-08-03,1,4vUmTMuQqjdnvlZmAH61Qk,2019-07-12,South of the Border (feat. Camila Cabello & Cardi B),"['Ed Sheeran', 'Camila Cabello', 'Cardi B']"
Lover,Taylor Swift,2019-08-31,1,2JoPzD0HEetiDL0I1Sh9dw,2021-10-20,Lover,['Taylor Swift']
Boyfriend,Ariana Grande & Social House,2019-08-31,1,0Ryd8975WihbObpp5cPW1t,2019-08-02,boyfriend (with Social House),"['Ariana Grande', 'Social House']"
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",2019-08-31,1,5N1o6d8zGcSZSeMFkOUQOk,2019-08-09,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"['Megan Thee Stallion', 'Ty Dolla $ign', 'Nicki Minaj']"
Hot,Young Thug Featuring Gunna,2019-08-31,1,3hluYfU25k6suH9WpaRsFm,2021-10-15,Icy Hot (with Doja Cat),"['Young Thug', 'Doja Cat']"
Bad Bad Bad,Young Thug Featuring Lil Baby,2019-08-31,1,1GeNui6m825V8jP4uKiIaH,2019-08-16,Bad Bad Bad (feat. Lil Baby),"['Young Thug', 'Lil Baby']"
Motivation,Normani,2019-08-31,1,0rIAC4PXANcKmitJfoqmVm,2019-08-16,Motivation,['Normani']
Slide Away,Miley Cyrus,2019-08-31,1,44ADyYoY5liaRa3EOAl4uf,2019-08-16,Slide Away,['Miley Cyrus']
Queen Of Mean,Sarah Jeffery,2019-08-31,1,4o05DiC0RQ9DNtGJGauwna,2019-08-02,Queen of Mean,['Sarah Jeffery']
What's The Move,Young Thug Featuring Lil Uzi Vert,2019-08-31,1,3pTScODwk9tggZzmuH6xDY,2019-08-16,What's the Move (feat. Lil Uzi Vert),"['Young Thug', 'Lil Uzi Vert']"
On Chill,Wale Featuring Jeremih,2019-08-31,1,5z51HY4ei5QhTjcvwq5Msw,2019-10-11,On Chill (feat. Jeremih),"['Wale', 'Jeremih']"
Just How It Is,Young Thug,2019-08-31,1,5KYhIFNTp4VQUqlsbLWTTu,2019-08-16,Just How It Is,['Young Thug']
Surf,Young Thug Featuring Gunna,2019-08-31,1,6igOR5QCn09zAVF2ikZjsV,2019-08-16,Surf (feat. Gunna),"['Young Thug', 'Gunna']"
Living,Dierks Bentley,2019-08-31,1,54K7AZoGpQklpygKrxZlKN,2018-06-08,Living,['Dierks Bentley']
Time,NF,2019-08-31,1,6MxMqCgqmekcr0VwSU7AVH,2019-07-26,Time,['NF']
Sup Mate,Young Thug Featuring Future,2019-08-31,1,0zNHMc1cGKe4MO5rtGtKRh,2019-08-16,Sup Mate (feat. Future),"['Young Thug', 'Future']"
Love You Too Late,Cole Swindell,2019-08-31,1,52MNypbTWiwybwzhXvsPk5,2018-08-17,Love You Too Late,['Cole Swindell']
Won't Be Late,Swae Lee Featuring Drake,2019-08-31,1,2sqsNXfN0HtgDEgaHXiUTa,2019-08-16,Won't Be Late (feat. Drake),"['Swae Lee', 'Drake']"
Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,2019-08-31,1,3FU6urUVsgXa6RBuV2PdRk,2020-05-29,Heartless (feat. Morgan Wallen),"['Diplo', 'Morgan Wallen']"
Prayed For You,Matt Stell,2019-08-31,1,4j6GMcVcqZf1r0GDqMtYp6,2019-10-25,Prayed For You,['Matt Stell']
Light It Up,Young Thug,2019-08-31,1,41mzryVlFLlz6b1BCtJAjx,2019-08-16,Light It Up,['Young Thug']
Juicy,Doja Cat & Tyga,2019-08-31,1,7f5trao56t7sB7f14QDTmp,2019-11-07,Juicy,"['Doja Cat', 'Tyga']"
Lil Baby,Young Thug,2019-08-31,1,1MGWgLxUXDodD8Tw8TFppN,2019-08-16,Bad Bad Bad (feat. Lil Baby),"['Young Thug', 'Lil Baby']"
Right Back,Khalid Featuring A Boogie Wit da Hoodie,2019-08-31,1,6PYnUsNEpYC7A4BS2sjw3L,2019-08-13,Right Back (feat. A Boogie Wit Da Hoodie),"['Khalid', 'A Boogie Wit da Hoodie']"
F.N,Lil Tjay,2019-08-31,1,0RLLvYBopDwooCyvnTwgYu,2019-10-11,F.N,['Lil Tjay']
