"title","artist","hit"
"Dip It Low","Christina Milian",1
"What's It Like","Jagged Edge",1
"Tear It Up","Yung Wun Featuring DMX, Lil' Flip & David Banner",1
"Jook Gal (Wine Wine)","Elephant Man",1
"Got It Twisted","Mobb Deep",1
"Last One Standing","Emerson Drive",1
"Just For You","Lionel Richie",1
"On Fire","Lloyd Banks",1
"Everytime","Britney Spears",1
"Jesus Walks","Kanye West",1
"Ocean Avenue","Yellowcard",1
"Welcome Back","Mase",1
"99 Problems","JAY-Z",1
"Talk About Our Love","Brandy Featuring Kanye West",1
"Loco","David Lee Murphy",1
"Scandalous","Mis-Teeq",1
"Turn Me On","Kevin Lyttle Featuring Spragga Benz",1
"Slither","Velvet Revolver",1
"U Should've Known Better","Monica",1
"Where Are We Runnin'?","Lenny Kravitz",1
"Time's Up!","Jadakiss Featuring Nate Dogg",1
"I Can't Sleep","Clay Walker",1
"Still In Love","Teena Marie Featuring Baby",1
"Southside","Lloyd Featuring Ashanti",1
"Passenger Seat","SHeDAISY",1
"Everything","Alanis Morissette",1
"Ch-Check It Out","Beastie Boys",1
"Whats Happnin!","Ying Yang Twins Featuring Trick Daddy",1
"It Only Hurts When I'm Breathing","Shania Twain",1
"This Way","Dilated Peoples Featuring Kanye West",1
"Get No Better","Cassidy Featuring Mashonda",1
"Float On","Modest Mouse",1
"Selfish","Slum Village Featuring Kanye West & John Legend",1
"The Outsider","A Perfect Circle",1
"I'm Ready","Cherie",1
"Lean Back","Terror Squad",1
"Live Like You Were Dying","Tim McGraw",1
"Diary","Alicia Keys Featuring Tony! Toni! Tone!",1
"I Like That","Houston Featuring Chingy, Nate Dogg & I-20",1
"Sunshine","Lil' Flip Featuring Lea",1
"I Go Back","Kenny Chesney",1
"So Sexy","Twista Featuring R. Kelly",1
"Accidentally In Love","Counting Crows",1
"Somebody","Reba McEntire",1
"Pieces Of Me","Ashlee Simpson",1
"Whiskey Lullaby","Brad Paisley Featuring Alison Krauss",1
"Hey Good Lookin'","Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait",1
"I Got A Feelin'","Billy Currington",1
"Away From The Sun","3 Doors Down",1
"How Come","D12",1
"Feelin' Way Too Damn Good","Nickelback",1
"I Want To Live","Josh Gracin",1
"Goodies","Ciara Featuring Petey Pablo",1
"Locked Up","Akon Featuring Styles P.",1
"You're The Only One","Maria Mena",1
"So Fly","NB Ridaz Featuring Gemini",1
"New Day","Patti LaBelle",1
"Take Me Out","Franz Ferdinand",1
"My Place","Nelly Featuring Jaheim",1
"Why?","Jadakiss Featuring Anthony Hamilton",1
"She Will Be Loved","Maroon 5",1
"Headsprung","LL Cool J",1
"Let Me In","Young Buck",1
"One Thing","Finger Eleven",1
"Girls Lie Too","Terri Clark",1
"Breaking The Habit","Linkin Park",1
"Dreams","Diana DeGarmo",1
"How Far","Martina McBride",1
"My Happy Ending","Avril Lavigne",1
"Save A Horse (Ride A Cowboy)","Big & Rich",1
"She Thinks She Needs Me","Andy Griggs",1
"U Saved Me","R. Kelly",1
"Just Like You","Three Days Grace",1
"Let's Get Away","T.I.",1
"No Problem","Lil Scrappy",1
"Freaks","Play-N-Skillz Featuring Krayzie Bone & Adina Howard",1
"Break Down Here","Julie Roberts",1
"Shake That Sh**","Shawnna Featuring Ludacris",1
"On The Way Down","Ryan Cabrera",1
"Diamond In The Back","Ludacris",1
"Let's Get It Started","The Black Eyed Peas",1
"Suds In The Bucket","Sara Evans",1
"Here For The Party","Gretchen Wilson",1
"Too Much Of A Good Thing","Alan Jackson",1
"Breathe, Stretch, Shake","Mase Featuring P. Diddy",1
"I Hate Everything","George Strait",1
"Breakaway","Kelly Clarkson",1
"Broken","Seether Featuring Amy Lee",1
"Stays In Mexico","Toby Keith",1
"Feels Like Today","Rascal Flatts",1
"Flap Your Wings","Nelly",1
"That's What It's All About","Brooks & Dunn",1
"Nolia Clap","Juvenile, Wacko & Skip",1
"American Idiot","Green Day",1
"In A Real Love","Phil Vassar",1
"Charlene","Anthony Hamilton",1
"You're My Everything","Anita Baker",1
"If Nobody Believed In You","Joe Nichols",1
"Call My Name","Prince",1
"Oye Mi Canto","N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",1
"Somebody Told Me","The Killers",1
"Outrageous","Britney Spears",1
"Who Is She 2 U","Brandy",1
"Hot 2Nite","New Edition",1
"Cold","Crossfade",1
"King Of The Dancehall","Beenie Man",1
"White Tee's","Dem Franchize Boyz",1
"How Did You Know?","Mynt Featuring Kim Sozzi",1
"Knuck If You Buck","Crime Mob Featuring Lil Scrappy",1
"My Boo","Usher And Alicia Keys",1
"Lose My Breath","Destiny's Child",1
"Let's Go","Trick Daddy Featuring Lil Jon & Twista",1
"1985","Bowling For Soup",1
"Hush","LL Cool J Featuring 7 Aurelius",1
"Drop It Like It's Hot","Snoop Dogg Featuring Pharrell",1
"Dangerously In Love","Beyonce",1
"You & Me","J-Kwon Featuring Sadiyyah",1
"Tilt Ya Head Back","Nelly & Christina Aguilera",1
"Dare You To Move","Switchfoot",1
"Nothing On But The Radio","Gary Allan",1
"Shadow","Ashlee Simpson",1
"Mr. Mom","Lonestar",1
"Go D.J.","Lil Wayne",1
"Fall To Pieces","Velvet Revolver",1
"Car Wash","Christina Aguilera Featuring Missy Elliott",1
"So Cold","Breaking Benjamin",1
"Nasty Girl","Nitty",1
"Used To Love U","John Legend",1
"Over And Over","Nelly Featuring Tim McGraw",1
"Just Lose It","Eminem",1
"Balla Baby","Chingy",1
"Vertigo","U2",1
"Shorty Wanna Ride","Young Buck",1
"1, 2 Step","Ciara Featuring Missy Elliott",1
"Baby It's You","JoJo Featuring Bow Wow",1
"Let Me Love You","Mario",1
"I Don't Want To Be","Gavin DeGraw",1
"Big Chips","R. Kelly & Jay-Z",1
"The Woman With You","Kenny Chesney",1
"Back When","Tim McGraw",1
"Some Beach","Blake Shelton",1
"What You Waiting For?","Gwen Stefani",1
"Tempted To Touch","Rupee",1
"How Am I Doin'","Dierks Bentley",1
"Daughters","John Mayer",1
"Take Me Home","Terror Squad",1
"Getting Away With Murder","Papa Roach",1
"Party For Two","Shania Twain With Billy Currington Or Mark McGrath",1
"What U Gon' Do","Lil Jon & The East Side Boyz Featuring Lil Scrappy",1
"Rough & Ready","Trace Adkins",1
"Real Big","Mannie Fresh",1
"I Smoke, I Drank","Body Head Bangerz Featuring YoungBloodz",1
"White Houses","Vanessa Carlton",1
"(Reach Up For The) Sunrise","Duran Duran",1
"Westside Story","The Game Featuring 50 Cent",1
"Lovers And Friends","Lil Jon & The East Side Boyz Featuring Usher & Ludacris",1
"Soldier","Destiny's Child Featuring T.I. & Lil Wayne",1
"Get Back","Ludacris",1
"Only U","Ashanti",1
"Welcome To My Life","Simple Plan",1
"U Make Me Wanna","Jadakiss Featuring Mariah Carey",1
"New York","Ja Rule Featuring Fat Joe & Jadakiss",1
"How We Do","The Game Featuring 50 Cent",1
"Karma","Lloyd Banks Featuring Avant",1
"Encore","Eminem, Dr. Dre & 50 Cent",1
"Awful, Beautiful Life","Darryl Worley",1
"Nothin 'Bout Love Makes Sense","LeAnn Rimes",1
"Boulevard Of Broken Dreams","Green Day",1
"Give A Little Bit","Goo Goo Dolls",1
"Mud On The Tires","Brad Paisley",1
"Vitamin R (Leading Us Along)","Chevelle",1
"You're My Better Half","Keith Urban",1
"Bring Em Out","T.I.",1
"Monday Morning Church","Alan Jackson",1
"I Changed My Mind","Keyshia Cole Featuring Shyne",1
"Numb/Encore","Jay-Z/Linkin Park",1
"Gasolina","Daddy Yankee",1
"Hey Now (Mean Muggin)","Xzibit Featuring Keri Hilson",1
"Bridging The Gap","Nas Featuring Olu Dara",1
"You're The One","Guerilla Black Featuring Mario Winans",1
"Disco Inferno","50 Cent",1
"True","Ryan Cabrera",1
"Since U Been Gone","Kelly Clarkson",1
"Beautiful Soul","Jesse McCartney",1
"Nobody's Home","Avril Lavigne",1
"When I Think About Cheatin'","Gretchen Wilson",1
"Bless The Broken Road","Rascal Flatts",1
"Lady","Lenny Kravitz",1
"Rich Girl","Gwen Stefani Featuring Eve",1
"Some Cut","Trillville Featuring Cutty",1
"Caught Up","Usher",1
"He Gets That From Me","Reba McEntire",1
"Mockingbird","Eminem",1
"Holy Water","Big & Rich",1
"Come Home Soon","SHeDAISY",1
"Baby Girl","Sugarland",1
"Gotta Go Solo","Patti LaBelle Featuring Ron Isley",1
"Okay","Nivea Featuring Lil Jon & YoungBloodZ",1
"Perdidos","Monchy & Alexandra",1
"A Rose By Any Other Name","Teena Marie Featuring Gerald Levert",1
"Thugs Get Lonely Too","2Pac Featuring Nate Dogg",1
"Get Right","Jennifer Lopez",1
"Truth Is","Fantasia",1
"It's Like That","Mariah Carey",1
"Ordinary People","John Legend",1
"Obsession (No Es Amor)","Frankie J Featuring Baby Bash",1
"Sunday Morning","Maroon 5",1
"O","Omarion",1
"Candy Shop","50 Cent Featuring Olivia",1
"Nothin' To Lose","Josh Gracin",1
"Let's Get Blown","Snoop Dogg",1
"U Don't Know Me","T.I.",1
"Like Toy Soldiers","Eminem",1
"Hope","Twista Featuring Faith Evans",1
"Let Them Be Little","Billy Dean",1
"N Dey Say","Nelly",1
"Look What You've Done","Jet",1
"I May Hate Myself In The Morning","Lee Ann Womack",1
"Let Me Go","3 Doors Down",1
"That's What I Love About Sunday","Craig Morgan",1
"Sugar (Gimme Some)","Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",1
"I'll Be Around","Daryl Hall John Oates",1
"Ghetto","Akon",1
"Across The Universe","Various Artists",1
"Mr. Brightside","The Killers",1
"Lonely No More","Rob Thomas",1
"Hate It Or Love It","The Game Featuring 50 Cent",1
"Goin' Crazy","Natalie",1
"1 Thing","Amerie",1
"Signs","Snoop Dogg Featuring Charlie Wilson & Justin Timberlake",1
"Somewhere Only We Know","Keane",1
"Collide","Howie Day",1
"Anything But Mine","Kenny Chesney",1
"You And Me","Lifehouse",1
"Jerk It Out","Caesars",1
"I Just Wanna Live","Good Charlotte",1
"Scars","Papa Roach",1
"It's Getting Better All The Time","Brooks & Dunn",1
"Baby Mama","Fantasia",1
"Almost","Bowling For Soup",1
"Lonely","Akon",1
"Number One Spot","Ludacris",1
"Wait (The Whisper Song)","Ying Yang Twins",1
"If Heaven","Andy Griggs",1
"Sitting, Waiting, Wishing","Jack Johnson",1
"Switch","Will Smith",1
"My Give A Damn's Busted","Jo Dee Messina",1
"Baby I'm Back","Baby Bash Featuring Akon",1
"I'm Not Okay (I Promise)","My Chemical Romance",1
"Honkytonk U","Toby Keith",1
"Slow Down","Bobby Valentino",1
"La La","Ashlee Simpson",1
"In The Kitchen","R. Kelly",1
"Girlfight","Brooke Valentine Featuring Lil Jon & Big Boi",1
"U Already Know","112 Featuring Foxy Brown",1
"Cry Baby/Piece Of My Heart","Melissa Etheridge & Joss Stone",1
"Oh","Ciara Featuring Ludacris",1
"Hold You Down","Jennifer Lopez Featuring Fat Joe",1
"Still Tippin'","Mike Jones Featuring Slim Thug & Paul Wall",1
"Bitches Ain't S**t","Ben Folds",1
"Just A Lil Bit","50 Cent",1
"E-Pro","Beck",1
"How Could You","Mario",1
"Hollaback Girl","Gwen Stefani",1
"Homewrecker","Gretchen Wilson",1
"What's A Guy Gotta Do","Joe Nichols",1
"Be Yourself","Audioslave",1
"God's Will","Martina McBride",1
"I'm A Hustla","Cassidy",1
"Girl","Destiny's Child",1
"How Do You Get That Lonely","Blaine Larsen",1
"Songs About Me","Trace Adkins",1
"Drugs Or Jesus","Tim McGraw",1
"Lot Of Leavin' Left To Do","Dierks Bentley",1
"Little Sister","Queens Of The Stone Age",1
"Sooner Or Later","Breaking Benjamin",1
"Beverly Hills","Weezer",1
"We Belong Together","Mariah Carey",1
"Don't Phunk With My Heart","The Black Eyed Peas",1
"Holiday","Green Day",1
"Under Pressure","The Used And My Chemical Romance",1
"Grind With Me","Pretty Ricky",1
"Behind These Hazel Eyes","Kelly Clarkson",1
"Making Memories Of Us","Keith Urban",1
"The Hand That Feeds","Nine Inch Nails",1
"Chariot","Gavin DeGraw",1
"So Much More","Fat Joe",1
"B.Y.O.B.","System Of A Down",1
"You'll Be There","George Strait",1
"Hello Tomorrow","Squeak E. Clean Featuring Karen O",1
"MJB Da MVP","Mary J. Blige Featuring The Game & 50 Cent",1
"Happy?","Mudvayne",1
"La Camisa Negra","Juanes",1
"Breathe (2 AM)","Anna Nalick",1
"Cater 2 U","Destiny's Child",1
"I'll Take That As A Yes (The Hot Tub Song)","Phil Vassar",1
"Sometimes You Can't Make It On Your Own","U2",1
"Class Reunion (That Used To Be Us)","Lonestar",1
"Free Yourself","Fantasia",1
"Feel Good Inc","Gorillaz",1
"Errtime","Nelly Featuring Jung Tru & King Jacob",1
"Speed Of Sound","Coldplay",1
"Don't Cha","The Pussycat Dolls Featuring Busta Rhymes",1
"Trapped In The Closet","R. Kelly",1
"American Baby","Dave Matthews Band",1
"Fast Cars And Freedom","Rascal Flatts",1
"La Tortura","Shakira Feat. Alejandro Sanz",1
"Untitled (How Can This Happen To Me?)","Simple Plan",1
"Best Of You","Foo Fighters",1
"Give Me That","Webbie Featuring Bun B",1
"Lose Control","Missy Elliott Featuring Ciara & Fat Man Scoop",1
"All Because Of You","Marques Houston Featuring Young Rome",1
"Something More","Sugarland",1
"As Good As I Once Was","Toby Keith",1
"Diamonds From Sierra Leone","Kanye West",1
"Let Me Hold You","Bow Wow Featuring Omarion",1
"Listen To Your Heart","D.H.T.",1
"Get It Poppin'","Fat Joe Featuring Nelly",1
"How To Deal","Frankie J",1
"Back Then","Mike Jones",1
"Keg In The Closet","Kenny Chesney",1
"She's No You","Jesse McCartney",1
"Make Her Feel Good","Teairra Mari",1
"If Something Should Happen","Darryl Worley",1
"Pickin' Wildflowers","Keith Anderson",1
"Inside Your Heaven","Carrie Underwood",1
"Pon de Replay","Rihanna",1
"Pimpin' All Over The World","Ludacris Featuring Bobby Valentino",1
"Mississippi Girl","Faith Hill",1
"Ass Like That","Eminem",1
"Must Be Nice","Lyfe Jennings",1
"So Seductive","Tony Yayo Featuring 50 Cent",1
"Energy","Natalie Featuring Baby Bash",1
"Summer Nights","Lil Rob",1
"Right Here","Staind",1
"Like You","Daddy Yankee",1
"Goodbye Time","Blake Shelton",1
"Pump It","The Black Eyed Peas",1
"Dem Boyz","Boyz N Da Hood",1
"ASAP","T.I.",1
"Blue Orchid","The White Stripes",1
"Don't Ask Me How I Know","Bobby Pinson",1
"Alcohol","Brad Paisley",1
"Don't Worry 'Bout A Thing","SHeDAISY",1
"Play Something Country","Brooks & Dunn",1
"Sugar, We're Goin' Down","Fall Out Boy",1
"Home","Michael Buble",1
"Touch","Omarion",1
"I Can't Stop Loving You","Kem",1
"These Words","Natasha Bedingfield",1
"These Boots Are Made For Walkin'","Jessica Simpson",1
"Cool","Gwen Stefani",1
"Shake It Off","Mariah Carey",1
"Badd","Ying Yang Twins Featuring Mike Jones & Mr. ColliPark",1
"Gotta Getcha","Jermaine Dupri",1
"A Real Fine Place To Start","Sara Evans",1
"Outta Control (Remix)","50 Cent Feat. Mobb Deep",1
"This Is How A Heart Breaks","Rob Thomas",1
"Just The Girl","The Click Five",1
"And Then What","Young Jeezy Featuring Mannie Fresh",1
"Tell Me","Bobby Valentino",1
"Helena (So Long & Goodnight)","My Chemical Romance",1
"Gold Digger","Kanye West Featuring Jamie Foxx",1
"Do You Want Fries With That","Tim McGraw",1
"Playa's Only","R. Kelly Featuring The Game",1
"Help Somebody","Van Zant",1
"Be My Escape","Relient K",1
"Go!","Common",1
"Dirty Little Secret","The All-American Rejects",1
"Your Body","Pretty Ricky",1
"Somebody's Hero","Jamie O'Neal",1
"I'm A King","P$C Featuring T.I. & Lil Scrappy",1
"Charlie Last Name: Wilson","Charlie Wilson",1
"Welcome To Jamrock","Damian ""Jr. Gong"" Marley",1
"Something To Be Proud Of","Montgomery Gentry",1
"Georgia Rain","Trisha Yearwood",1
"Wake Me Up When September Ends","Green Day",1
"Remedy","Seether",1
"Redneck Yacht Club","Craig Morgan",1
"Don't Lie","The Black Eyed Peas",1
"Wake Up","Hilary Duff",1
"My Humps","The Black Eyed Peas",1
"Belly Dancer (Bananza)","Akon",1
"Axel F","Crazy Frog",1
"Naked","Marques Houston",1
"I'm Sprung","T-Pain",1
"Soul Survivor","Young Jeezy Featuring Akon",1
"Run It!","Chris Brown",1
"Stay With Me (Brass Bed)","Josh Gracin",1
"All These Things That I've Done","The Killers",1
"Just Want You To Know","Backstreet Boys",1
"All Jacked Up","Gretchen Wilson",1
"Gotta Make It","Trey Songz Featuring Twista",1
"Shake","Ying Yang Twins Featuring Pitbull",1
"Hicktown","Jason Aldean",1
"Probably Wouldn't Be This Way","LeAnn Rimes",1
"Best I Ever Had","Gary Allan",1
"Because Of You","Kelly Clarkson",1
"Sittin' Sidewayz","Paul Wall Featuring Big Pokey",1
"Boyfriend","Ashlee Simpson",1
"Photograph","Nickelback",1
"More Than Words","Frankie J",1
"Girl Tonite","Twista Featuring Trey Songz",1
"We Be Burnin'","Sean Paul",1
"Unbreakable","Alicia Keys",1
"Better Life","Keith Urban",1
"Lighters Up","Lil' Kim",1
"Stars","Switchfoot",1
"Stay Fly","Three 6 Mafia Featuring Young Buck & Eightball & MJG",1
"Fix You","Coldplay",1
"Skin (Sarabeth)","Rascal Flatts",1
"I Think They Like Me","Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",1
"You're Like Comin' Home","Lonestar",1
"Doesn't Remind Me","Audioslave",1
"If You Were Mine","Marcos Hernandez",1
"Good Is Good","Sheryl Crow",1
"Come A Little Closer","Dierks Bentley",1
"Who Did You Think I Was","John Mayer Trio",1
"Footprints","T.O.K.",1
"I'm Feeling You","Santana Featuring Michelle Branch & The Wreckers",1
"Laffy Taffy","D4L",1
"Hung Up","Madonna",1
"Here We Go","Trina Featuring Kelly Rowland",1
"One Wish","Ray J",1
"I Should Have Cheated","Keyshia Cole",1
"Don't Forget About Us","Mariah Carey",1
"There It Go! (The Whistle Song)","Juelz Santana",1
"Stickwitu","The Pussycat Dolls",1
"Who You'd Be Today","Kenny Chesney",1
"Like We Never Loved At All","Faith Hill",1
"I Don't Care","Ricky Martin Featuring Fat Joe & Amerie",1
"Dance, Dance","Fall Out Boy",1
"Heard 'Em Say","Kanye West Featuring Adam Levine",1
"Tequila Makes Her Clothes Fall Off","Joe Nichols",1
"Must Be Doin' Somethin' Right","Billy Currington",1
"Precious","Depeche Mode",1
"Big Blue Note","Toby Keith",1
"Hustler's Ambition","50 Cent",1
"Don't Bother","Shakira",1
"Good Ride Cowboy","Garth Brooks",1
"If It's Lovin' That You Want","Rihanna",1
"Billy's Got His Beer Goggles On","Neal McCoy",1
"L.O.V.E.","Ashlee Simpson",1
"Luxurious","Gwen Stefani",1
"Pretty Vegas","INXS",1
"Presidential","YoungBloodZ",1
"Shine On","Ryan Cabrera",1
"Soul Meets Body","Death Cab For Cutie",1
"Boondocks","Little Big Town",1
"Honky Tonk Badonkadonk","Trace Adkins",1
"Better Days","Goo Goo Dolls",1
"Hypnotize","System Of A Down",1
"Turn It Up","Chamillionaire Featuring Lil' Flip",1
"Can I Have It Like That","Pharrell Featuring Gwen Stefani",1
"She Let Herself Go","George Strait",1
"Window Shopper","50 Cent",1
"Check On It","Beyonce Featuring Slim Thug",1
"Jesus, Take The Wheel","Carrie Underwood",1
"Grillz","Nelly Featuring Paul Wall, Ali & Gipp",1
"Confessions Of A Broken Heart (Daughter To Father)","Lindsay Lohan",1
"Be Without You","Mary J. Blige",1
"Seasons Of Love","Cast Of Rent",1
"You're Beautiful","James Blunt",1
"Comin' To Your City","Big & Rich",1
"Kryptonite (I'm On It)","Purple Ribbon All-Stars",1
"DOA","Foo Fighters",1
"Miss Me Baby","Chris Cagle",1
"When I Get Where I'm Going","Brad Paisley Featuring Dolly Parton",1
"Bat Country","Avenged Sevenfold",1
"Fireman","Lil Wayne",1
"Save Me","Shinedown",1
"Rompe","Daddy Yankee",1
"Just Might (Make Me Believe)","Sugarland",1
"Only","Nine Inch Nails",1
"Twisted Transistor","Korn",1
"Gotta Go","Trey Songz",1
"My Old Friend","Tim McGraw",1
"(I Never Promised You A) Rose Garden","Martina McBride",1
"Unpredictable","Jamie Foxx Featuring Ludacris",1
"So Sick","Ne-Yo",1
"Unwritten","Natasha Bedingfield",1
"Shake That","Eminem Featuring Nate Dogg",1
"Everytime We Touch","Cascada",1
"Touch It","Busta Rhymes",1
"Rodeo","Juvenile",1
"Fresh Azimiz","Bow Wow Featuring J-Kwon & Jermaine Dupri",1
"Perfect Situation","Weezer",1
"Looking For You","Kirk Franklin",1
"Rakata","Wisin & Yandel",1
"Tonight I Wanna Cry","Keith Urban",1
"I'm N Luv (Wit A Stripper)","T-Pain Featuring Mike Jones",1
"Yo (Excuse Me Miss)","Chris Brown",1
"Kerosene","Miranda Lambert",1
"Your Man","Josh Turner",1
"Believe","Brooks & Dunn",1
"Hit The Floor","Twista Featuring Pitbull",1
"She Don't Tell Me To","Montgomery Gentry",1
"Have A Nice Day","Bon Jovi",1
"Temperature","Sean Paul",1
"Lean Wit It, Rock Wit It","Dem Franchize Boyz Featuring Lil Peanut & Charlay",1
"Upside Down","Jack Johnson",1
"Who I Am Hates Who I've Been","Relient K",1
"Walk Away","Kelly Clarkson",1
"Lights And Sounds","Yellowcard",1
"Breaking Free","Zac Efron, Andrew Seeley & Vanessa Anne Hudgens",1
"Ms. New Booty","Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark",1
"Who Says You Can't Go Home","Bon Jovi",1
"Get Drunk And Be Somebody","Toby Keith",1
"Beep","The Pussycat Dolls Featuring will.i.am",1
"Oh Yes (aka 'Postman')","Juelz Santana",1
"Living In Fast Forward","Kenny Chesney",1
"Cheatin'","Sara Evans",1
"King Without A Crown","Matisyahu",1
"Ever The Same","Rob Thomas",1
"Get'cha Head In The Game","Andrew Seeley",1
"Stupid Girls","P!nk",1
"Crash","Gwen Stefani",1
"Cowboys Are Frequently Secretly (Fond Of Each Other)","Willie Nelson",1
"For You I Will (Confidence)","Teddy Geiger",1
"Move Along","The All-American Rejects",1
"SOS","Rihanna",1
"Touch The Sky","Kanye West Featuring Lupe Fiasco",1
"Betcha Can't Do It Like Me","D4L",1
"What Hurts The Most","Rascal Flatts",1
"My Hood","Young Jeezy",1
"Nobody But Me","Blake Shelton",1
"Talk","Coldplay",1
"Ridin'","Chamillionaire Featuring Krayzie Bone",1
"Over My Head (Cable Car)","The Fray",1
"Poppin' My Collar","Three 6 Mafia",1
"Rush","Aly & AJ",1
"Bring Out The Freak In You","Lil Rob",1
"Start Of Something New","Zac Efron, Andrew Seeley & Vanessa Anne Hudgens",1
"We're All In This Together","High School Musical Cast",1
"In My Mind","Heather Headley",1
"Tell Me When To Go","E-40 Featuring Keak Da Sneak",1
"Dare","Gorillaz Featuring Shaun Ryder",1
"World Wide Suicide","Pearl Jam",1
"Savin' Me","Nickelback",1
"What You Know","T.I.",1
"I Write Sins Not Tragedies","Panic! At The Disco",1
"When You're Mad","Ne-Yo",1
"What's Left Of Me","Nick Lachey",1
"Goodbye My Lover","James Blunt",1
"Why","Jason Aldean",1
"Always On Your Side","Sheryl Crow & Sting",1
"The Real Thing","Bo Bice",1
"Sorry","Madonna",1
"Can't Let Go","Anthony Hamilton",1
"4 Minutes","Avant",1
"Hips Don't Lie","Shakira Featuring Wyclef Jean",1
"Black Horse & The Cherry Tree","KT Tunstall",1
"The Only Difference Between Martyrdom And Suicide Is Press Coverage","Panic! At The Disco",1
"Settle For A Slowdown","Dierks Bentley",1
"Wherever You Are","Jack Ingram",1
"Something's Gotta Give","LeAnn Rimes",1
"Conceited (There's Something About Remy)","Remy Ma",1
"Wasteland","10 Years",1
"Gettin' Some","Shawnna",1
"Gold Lion","Yeah Yeah Yeahs",1
"Control Myself","LL Cool J Featuring Jennifer Lopez",1
"Dani California","Red Hot Chili Peppers",1
"Let U Go","Ashley Parker Angel",1
"Where'd You Go","Fort Minor Featuring Holly Brook",1
"Not Ready To Make Nice","Dixie Chicks",1
"Gimme That","Chris Brown Featuring Lil Wayne",1
"When The Stars Go Blue","Tim McGraw",1
"Say I","Christina Milian Featuring Young Jeezy",1
"Snap Yo Fingers","Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ",1
"A Little Less Sixteen Candles, A Little More Touch Me","Fall Out Boy",1
"Beautiful Love","The Afters",1
"So What","Field Mob Featuring Ciara",1
"The Lucky One","Faith Hill",1
"Why You Wanna","T.I.",1
"We Run This","Missy Elliott",1
"MakeDamnSure","Taking Back Sunday",1
"Enough Cryin","Mary J. Blige Featuring Brook-Lyn",1
"Size Matters (Someday)","Joe Nichols",1
"Hate Me","Blue October",1
"Summertime","Kenny Chesney",1
"Me & U","Cassie",1
"Every Time I Hear Your Name","Keith Anderson",1
"The Seashores Of Old Mexico","George Strait",1
"DJ Play A Love Song","Jamie Foxx Featuring Twista",1
"Good Luck Charm","Jagged Edge",1
"Torn","LeToya",1
"Animal I Have Become","Three Days Grace",1
"Back Like That","Ghostface Killah Featuring Ne-Yo",1
"Say Somethin'","Mariah Carey Featuring Snoop Dogg",1
"Hustler Musik","Lil Wayne",1
"Don't Forget To Remember Me","Carrie Underwood",1
"The Adventure","Angels & Airwaves",1
"The World","Brad Paisley",1
"Promiscuous","Nelly Furtado Featuring Timbaland",1
"Unfaithful","Rihanna",1
"Last Day Of My Life","Phil Vassar",1
"Bossy","Kelis Featuring Too $hort",1
"Buttons","The Pussycat Dolls Featuring Snoop Dogg",1
"Chasing Cars","Snow Patrol",1
"Do It To It","Cherish Featuring Sean Paul Of The YoungBloodZ",1
"Doing Too Much","Paula DeAnda Featuring Baby Bash",1
"Stay With You","Goo Goo Dolls",1
"Hustlin'","Rick Ross",1
"Soundtrack To Your Life","Ashley Parker Angel",1
"Miss Murder","AFI",1
"Steady, As She Goes","The Raconteurs",1
"U And Dat","E-40 Featuring T-Pain & Kandi Girl",1
"How To Save A Life","The Fray",1
"Me And My Gang","Rascal Flatts",1
"Life Ain't Always Beautiful","Gary Allan",1
"A Little Too Late","Toby Keith",1
"Crazy Bitch","Buckcherry",1
"If You're Going Through Hell (Before The Devil Even Knows)","Rodney Atkins",1
"I Am Not My Hair","India.Arie",1
"Snow ((Hey Oh))","Red Hot Chili Peppers",1
"I Got You","Craig Morgan",1
"Do I Make You Proud","Taylor Hicks",1
"Life Is A Highway","Rascal Flatts",1
"Ain't No Other Man","Christina Aguilera",1
"I Love My B****","Busta Rhymes Featuring will.i.am & Kelis",1
"Deja Vu","Beyonce Featuring Jay Z",1
"(When You Gonna) Give It Up To Me","Sean Paul Feat. Keyshia Cole",1
"Holla At Me","DJ Khaled Featuring Lil Wayne, Paul Wall, Fat Joe, Rick Ross & Pitbull",1
"Leave The Pieces","The Wreckers",1
"Single","Natasha Bedingfield",1
"Bring It On Home","Little Big Town",1
"Shoulder Lean","Young Dro Featuring T.I.",1
"Sexy Love","Ne-Yo",1
"Pullin' Me Back","Chingy Featuring Tyrese",1
"Ridin' Rims","Dem Franchize Boyz",1
"Mighty ""O""","OutKast",1
"Kick Push","Lupe Fiasco",1
"Why We Thugs","Ice Cube",1
"Takin' It To The Streets","Taylor Hicks",1
"Crowded","Jeannie Ortega Featuring Papoose",1
"Angelito","Don Omar",1
"I Can't Unlove You","Kenny Rogers",1
"Ghetto Story Chapter 2","Cham Featuring Alicia Keys",1
"Brand New Girlfriend","Steve Holy",1
"Waiting On The World To Change","John Mayer",1
"Call On Me","Janet & Nelly",1
"Stars Are Blind","Paris Hilton",1
"A Public Affair","Jessica Simpson",1
